word,meaning,native,sentence
kanzen ni,completely,完全に,仕事は{{完全に}}終わりました。
mattaku,absolutely / completely,全く,私は{{全く}}わかりません。
tokuni,especially,特に,{{特に}}夏が好きです。
omo ni,mainly,主に,田中さんは{{主に}}料理をします。
daitai,generally,大体,{{大体}}毎日運動します。
yoku,often,よく,彼は{{よく}}図書館に来ます。
metta ni,rarely,めったに,私は{{めったに}}病気になりません。
sugu ni,immediately,すぐに,{{すぐに}}帰ってください。
saigo ni,finally,最後に,{{最後に}}お礼を言いました。
koko,here,ここ,{{ここ}}に座ってください。
asoko,there,あそこ,{{あそこ}}に公園があります。
chikaku,near,近く,駅は家の{{近く}}です。
tooku,far,遠く,山は{{遠く}}にあります。
naka ni,inside,中に,箱の{{中に}}本があります。
soto ni,outside,外に,{{外に}}出かけましょう。
ue ni,up / above,上に,机の{{上に}}パソコンがあります。
shita ni,down / below,下に,ベッドの{{下に}}荷物があります。
mae ni,in front / before,前に,駅の{{前に}}待ちます。
ushiro ni,behind,後ろに,木の{{後ろに}}家があります。
# ── Particles and conjunctions ───────────────────────────────────────────────
wa,topic marker,は,私{{は}}学生です。
ga,subject marker,が,猫{{が}}ここにいます。
wo,object marker,を,私は毎日、本{{を}}読みます。
ni,at / in / to,に,明日、図書館{{に}}行きます。
de,at / by / with,で,ペン{{で}}手紙を書きます。
to,and / with / quotation,と,私{{と}}友達は一緒に遊びます。
no,possessive,の,これは私{{の}}バッグです。
ka,question marker,か,あなたは学生{{か}}。
ne,isn't it / right?,ね,今日は天気がいい{{ね}}。
yo,assertion marker,よ,明日、パーティーがあります{{よ}}。
made,until / to,まで,月曜日{{まで}}仕事があります。
demo,but / however,でも,雨が降ってい{{ます}}。
dakara,so / therefore,だから,病気です{{だから}}、学校を休みます。
shikashi,but / however,しかし,頑張りました{{しかし}}、試験に落ちました。
sosite,and then,そして,朝食を食べました{{そして}}、学校へ行きました。
mata,also / again,また,来週{{また}}ここで会いましょう。
moshi,if,もし,{{もし}}時間があったら、映画を見ます。
node,because / so,ので,雨が降っている{{ので}}、傘を持ちます。
keredo,but / however,けれど,疲れています{{けれど}}、仕事を続けます。
# ── Pronouns ─────────────────────────────────────────────────────────────────
watashi,I / me,私,{{私}}は毎日、勉強しています。
anata,you,あなた,{{あなた}}はどこに住んでいますか。
kare,he / him,彼,{{彼}}は大学の学生です。
kanojo,she / her,彼女,{{彼女}}は音楽が好きです。
watashitachi,we / us,私たち,{{私たち}}は一緒に旅行に行きます。
anatatachi,you all,あなたたち,{{あなたたち}}は何をしていますか。
karera,they / them,彼ら,{{彼ら}}は公園で遊んでいます。
kore,this,これ,{{これ}}は私のペンです。
sore,that,それ,{{それ}}は誰のですか。
are,that (far),あれ,{{あれ}}は美しい建物ですね。
nani ka,something,何か,飲み物{{に}}{{何か}}欲しいですか。
nanimo nai,nothing,何もない,冷蔵庫に{{何もない}}です。
dareka,someone,誰か,{{誰か}}が扉をノックしています。
dare mo,nobody,誰も,この部屋に{{誰も}}いません。
subete,everything,すべて,{{すべて]]の宿題を終わりました。
# ── Numbers ──────────────────────────────────────────────────────────────────
ichi,one,一,私は毎日{{一}}時間、勉強します。
san,three,三,兄弟は{{三}}人います。
shi / yon,four,四,私たちは{{四}}人の家族です。
go,five,五,{{五}}分待ってください。
roku,six,六,学校は{{六}}時に閉じます。
nana / shichi,seven,七,今日は{{七}}月七日です。
hachi,eight,八,明日は{{八}}時に起きます。
ku / kyuu,nine,九,{{九}}時に学校の授業が始まります。
juu,ten,十,テスト{{十]]点をもらいました。
juuichi,eleven,十一,{{十一]]月は寒くなります。
juuni,twelve,十二,一年は{{十二]]ヶ月です。
nijuu,twenty,二十,彼は{{二十]]歳です。
sanjuu,thirty,三十,父は{{三十]]代です。
yonjuu,forty,四十,祖父は{{四十]]年働きました。
gojuu,fifty,五十,この町は[[五十]]年前に作られました。
hyaku,one hundred,百,この本は{{百]]ページあります。
sen,one thousand,千,{{千]]円をください。
ichiman,ten thousand,一万,この本は{{一万}}円です。
hyakuman,one million,百万,彼の給料は{{百万}}円だ。
# ── Question words ───────────────────────────────────────────────────────────
nani,what,何,あなたは{{何}}が好きですか。
dare,who,誰,{{誰}}がこのケーキを作りましたか。
dore,which,どれ,この三つの中で{{どれ}}が一番好きですか。
doko,where,どこ,あなたの学校は{{どこ}}にありますか。
itsu,when,いつ,彼は{{いつ}}日本に来ましたか。
dou,how,どう,この問題を{{どう}}解きますか。
ikura,how much,いくら,そのコーヒーは{{いくら}}ですか。
naze / doushite,why,なぜ,{{なぜ}}あなたはそこにいるのですか？
# ── Days of the week ─────────────────────────────────────────────────────────
getsuyoubi,Monday,月曜日,会議は{{月曜日}}の九時です。
kayoubi,Tuesday,火曜日,図書館は{{火曜日}}に閉まっています。
suiyoubi,Wednesday,水曜日,{{水曜日}}に友達と映画を見ます。
mokuyoubi,Thursday,木曜日,{{木曜日}}はヨガのクラスがあります。
kin'youbi,Friday,金曜日,{{金曜日}}の夜は飲みに行きます。
doyoubi,Saturday,土曜日,{{土曜日}}に買い物に行きましょう。
nichiyoubi,Sunday,日曜日,{{日曜日}}は家族と一緒に過ごします。
# ── Months ───────────────────────────────────────────────────────────────────
ichigatsu,January,一月,新年は{{一月}}から始まります。
nigatsu,February,二月,{{二月}}はとても寒いです。
sangatsu,March,三月,{{三月}}に桜が咲きます。
shigatsu,April,四月,{{四月}}は新学期が始まります。
gogatsu,May,五月,{{五月}}のゴールデンウィークは休みです。
rokugatsu,June,六月,{{六月}}は雨がたくさん降ります。
shichigatsu,July,七月,{{七月}}は夏祭りがあります。
hachigatsu,August,八月,{{八月}}はとても暑いです。
kugatsu,September,九月,{{九月}}から秋が始まります。
juugatsu,October,十月,{{十月}}の紅葉は美しいです。
juuichigatsu,November,十一月,{{十一月}}は感謝祭の季節です。
juunigatsu,December,十二月,{{十二月}}はクリスマスの季節です。
# ── Seasons ──────────────────────────────────────────────────────────────────
haru,spring,春,{{春}}は花が咲く季節です。
natsu,summer,夏,{{夏}}はビーチに行きたいです。
aki,autumn / fall,秋,{{秋}}の紅葉はとても綺麗です。
fuyu,winter,冬,{{冬}}はスキーをします。
# ── Professions ──────────────────────────────────────────────────────────────
bengoshi,lawyer,弁護士,兄は大きな会社の{{弁護士}}です。
enjinia,engineer,エンジニア,彼は自動車会社の{{エンジニア}}として働いています。
kenchikuka,architect,建築家,父は有名な{{建築家}}です。
ryourinin,chef / cook,料理人,このレストランの{{料理人}}はフランス出身です。
ongakuka,musician,音楽家,姉は{{音楽家}}としてピアノを弾いています。
geijutsuka,artist,芸術家,私の友達は{{芸術家}}として絵を描いています。
sakka,writer,作家,その著名な{{作家}}は多くの賞を受けています。
kiisha,journalist,記者,{{記者}}がその事件について取材しています。
kagakusha,scientist,科学者,{{科学者}}たちは新しい薬を開発しています。
haisha,dentist,歯医者,毎月{{歯医者}}に検査に行きます。
yakuzaishi,pharmacist,薬剤師,薬局の{{薬剤師}}は親切です。
shoubousha,firefighter,消防士,その{{消防士}}は火事で人命を救いました。
pairotto,pilot,パイロット,{{パイロット}}は飛行機を操縦しています。
untenshu,driver,運転手,タクシーの{{運転手}}は毎日長時間働きます。
seibi koushuu,mechanic,整備工,{{整備工}}は車のエンジンを修理しています。
denki koujishi,electrician,電気工事士,{{電気工事士}}が家の電気を直しました。
daiku,carpenter,大工,{{大工}}が新しい家を建てています。
niwa shi,gardener,庭師,その{{庭師}}は毎日花を育てています。
ueitaa,waiter,ウエイター,{{ウエイター}}がテーブルに料理を持ってきた。
juugyouin,employee,従業員,この会社の{{従業員}}は百人以上です。
joushi,boss / superior,上司,{{上司}}に明日の会議について相談した。
buchoo,department head,部長,{{部長}}が新しいプロジェクトを発表しました。
manejaa,manager,マネージャー,野球チームの{{マネージャー}}は仕事が大変だ。
hisho,secretary,秘書,社長の{{秘書}}は電話を受けています。
kaikeishi,accountant,会計士,{{会計士}}が会社の決算を確認した。
ekonomisuto,economist,エコノミスト,有名な{{エコノミスト}}がテレビで話した。
shinriishi,psychologist,心理士,{{心理士}}は患者の話を聞きました。
shakaigakusha,sociologist,社会学者,{{社会学者}}は社会問題を研究している。
rekishika,historian,歴史家,日本の{{歴史家}}は古い文献を探しています。
# ── More verbs ───────────────────────────────────────────────────────────────
giron suru,to discuss / to argue,議論する,会議で新しい計画について{{議論する}}ことにした。
hikaku suru,to compare,比較する,二つの製品を{{比較する}}必要があります。
bunseki suru,to analyse,分析する,データを{{分析する}}ために時間がかかった。
soshiki suru,to organize,組織する,イベントを{{組織する}}のは大変な仕事です。
kanri suru,to control / to manage,管理する,この施設を{{管理する}}責任は私にあります。
hakaru,to measure / to weigh,測る,身長を{{測る}}ために病院に行きました。
kaizen suru,to improve,改善する,製造プロセスを{{改善する}}ことが目標です。
kaifu suru,to renovate,改修する,古い建物を{{改修する}}計画が進んでいます。
shuurii suru,to repair,修理する,壊れたパソコンを{{修理する}}ために店に持ってきた。
setsuzoku suru,to connect,接続する,インターネットに{{接続する}}ことができません。
daunroodo suru,to download,ダウンロードする,新しいソフトウェアを{{ダウンロードする}}しました。
appuroodo suru,to upload,アップロードする,写真をクラウドに{{アップロードする}}つもりです。
puroguramingu suru,to program,プログラミングする,コンピュータの{{プログラミングする}}は難しい。
sekkei suru,to design,設計する,建築家が新しい建物を{{設計する}}。
hatsumei suru,to invent,発明する,彼は革新的な機械を{{発明する}}ことができた。
hakken suru,to discover,発見する,科学者が新しい元素を{{発見する}}した。
choosa suru,to investigate,調査する,警察はその事件を{{調査する}}開始しました。
benkyousuru,to study,勉強する,毎日図書館で{{勉強する}}のが好きです。
kyousou suru,to compete,競争する,オリンピックで選手たちが{{競争する}}。
tanoshimu,to enjoy,楽しむ,友達と一緒に映画を{{楽しむ}}予定です。
kurushimu,to suffer,苦しむ,病気で{{苦しむ}}患者がたくさんいます。
sewa suru,to take care of,世話する,高齢の親を{{世話する}}のは大事な役割です。
kyouryoku suru,to cooperate,協力する,プロジェクトを成功させるために{{協力する}}。
koushou suru,to negotiate,交渉する,二つの国が新しい条約を{{交渉する}}している。
yatouu,to hire,雇う,新しい従業員を{{雇う}}ために採用試験を実施した。
yuushutsu suru,to export,輸出する,日本の企業が車を海外に{{輸出する}}。
yuunyuu suru,to import,輸入する,食料品を外国から{{輸入する}}ことが必要です。
touhyou suru,to vote,投票する,選挙の日に{{投票する}}ために投票所に行った。
oshokuji suru,to govern,統治する,大臣がその国を{{統治する}}責任があります。
kazaru,to decorate,飾る,クリスマスツリーを花で{{飾る}}のは楽しい。
ādovaisu suru,to advise,アドバイスする,専門家が良い{{アドバイスする}}をくれました。
shounin suru,to approve,承認する,上司が新しい予算を{{承認する}}した。
moushikomu,to apply,申し込む,大学に{{申し込む}}期限はあさってです。
tassei suru,to achieve,達成する,長年の努力で目標を{{達成する}}ことができた。
mazeru,to mix,混ぜる,色を{{混ぜる}}ことで新しい色ができます。
yorokobu,to be glad / to rejoice,喜ぶ,試験に合格して皆が{{喜ぶ}}。
nayamu,to worry / to be troubled,悩む,仕事が大変で毎日{{悩む}}のです。
akogareru,to admire / to long for,憧れる,成功した人を{{憧れる}}気持ちがあります。
utagau,to doubt,疑う,私は彼の言葉を{{疑う}}ことにした。
shinjiru,to believe / to trust,信じる,私たちは先生を{{信じる}}べきだ。
yadoru,to lodge / to stay,宿る,京都で{{宿る}}いい宿を探してます。
hikkoshi suru,to move (house),引っ越しする,来月{{引っ越しする}}ので手伝ってください。
sotsugyou suru,to graduate,卒業する,姉は去年大学を{{卒業する}}予定だ。
nyuugaku suru,to enrol,入学する,彼は今年東京大学に{{入学する}}。
kekkon suru,to get married,結婚する,兄は今年{{結婚する}}ことになった。
rikon suru,to get divorced,離婚する,彼らは去年{{離婚する}}ことを決めた。
tanjou suru,to be born,誕生する,赤ちゃんが{{誕生する}}のは来月です。
# ── More nouns ───────────────────────────────────────────────────────────────
minshushugi,democracy,民主主義,日本は{{民主主義}}の国として知られています。
dokusai,dictatorship,独裁,その国は長年{{独裁}}の支配を受けていた。
senkyo,election,選挙,今年の{{選挙}}はとても重要だと思う。
seitou,political party,政党,彼はある{{政党}}の一員になった。
zeikin,tax,税金,{{税金}}を払うのは市民の義務です。
shakkin,debt,借金,父は銀行に多くの{{借金}}がある。
risoku,interest,利息,ローンの{{利息}}はかなり高いです。
toushi,investment,投資,株への{{投資}}はリスクがある。
rieki,profit,利益,この事業の{{利益}}は予想以上だった。
sonshitsu,loss,損失,去年の{{損失}}は百万円だった。
yosan,budget,予算,来年の{{予算}}はまだ決まっていない。
keiyaku,contract,契約,新しい{{契約}}に署名する必要があります。
gouii,agreement,合意,両者の{{合意}}に達することができた。
ruuru,rule,ルール,スポーツの{{ルール}}を理解する必要があります。
kisei,regulation,規制,政府は新しい{{規制}}を導入した。
kikan,institution,機関,その{{機関}}は政府の一部です。
soshiki,organization,組織,会社の{{組織}}は複雑に見えます。
kyoukai,association,協会,その{{協会]]はボランティア団体です。
kaigi,meeting,会議,明日の{{会議]]は三時に始まります。
kokusai kaigi,conference,国際会議,来月{{国際会議]]が東京で開かれます。
houkoku,report,報告,プロジェクトの{{報告]]を提出してください。
toukei,statistics,統計,{{統計]]によると失業率が上がった。
kenkyuu,research,研究,大学で{{研究]]をするのは楽しいです。
jikken,experiment,実験,化学の{{実験]]は明日行われます。
kenkyuujo,laboratory,研究所,新しい{{研究所]]が建設されました。
kurinikku,clinic,クリニック,近くの{{クリニック]]で診てもらいました。
yakkyoku,pharmacy,薬局,{{薬局]]で処方箋を出してください。
shohousen,prescription,処方箋,医者から{{処方箋]]をもらいました。
shindan,diagnosis,診断,医者は重い{{診断]]を下しました。
shoujou,symptom,症状,患者の{{症状]]は改善しています。
wakuchin,vaccine,ワクチン,{{ワクチン]]を接種することが大切です。
shujutsu,surgery / operation,手術,{{手術]]は成功したと聞きました。
ryouhou,therapy,療法,その{{療法]]は効果的だと思います。
shinrigaku,psychology,心理学,{{心理学]]を勉強するのが好きです。
sutoresu,stress,ストレス,仕事の{{ストレス]]で眠れません。
fuan,anxiety,不安,試験について{{不安]]を感じています。
uutsu,depression,うつ,彼は{{うつ]]で治療を受けています。
erika,area / zone,エリア,その{{エリア]]は発展が進んでいます。
chounaikai,neighbourhood,町内会,{{町内会]]の会合に参加しました。
kokkyou,border,国境,{{国境]]を越えて旅をします。
ken,prefecture,県,静岡{{県]]は日本の中部にあります。
shi,city / municipality,市,東京{{市}}は日本で一番大きいです。
mura,village,村,田舎の小さい{{村}}に引っ越しました。
chika,basement,地下,{{地下}}駐車場に車を停めました。
yaneura,attic,屋根裏,{{屋根裏}}には古い荷物がたくさんあります。
terasu,terrace,テラス,朝、{{テラス}}でコーヒーを飲みます。
barukoni,balcony,バルコニー,{{バルコニー}}から景色がきれいに見えます。
erebeetaa,lift / elevator,エレベーター,{{エレベーター}}は十階まで上がります。
kaidan,staircase,階段,{{階段}}を上ってください。
rouka,corridor,廊下,{{廊下}}に誰もいません。
ki (zairyou),wood (material),木,この机は{{木}}で作られています。
kinzoku,metal,金属,{{金属}}の缶は冷たいです。
purasuchikku,plastic,プラスチック,{{プラスチック}}のボトルは軽いですね。
garasu,glass,ガラス,{{ガラス}}のコップに水を入れました。
nuno,fabric / cloth,布,この{{布}}はとても柔らかいです。
ooii,wool,ウール,{{ウール}}のセーターは温かいです。
wata,cotton,綿,{{綿}}のシャツを着ています。
kinu,silk,絹,{{絹}}のドレスはとても高いです。
koosui,perfume,香水,朝、{{香水}}をつけます。
sekken,soap,石鹸,{{石鹸}}で手を洗ってください。
shanpuu,shampoo,シャンプー,毎日{{シャンプー}}を使います。
haburashi,toothbrush,歯ブラシ,{{歯ブラシ}}は毎日交換します。
hamigaki,toothpaste,歯磨き,朝と夜{{歯磨き}}をします。
kamisori,razor,かみそり,{{かみそり}}で髭を剃ります。
kagami,mirror,鏡,{{鏡}}を見て髪をセットします。
taoru,towel,タオル,お風呂から{{タオル}}を取ってください。
moufu,blanket,毛布,寒いから{{毛布}}をかけました。
makura,pillow,枕,{{枕}}の上に頭を置きます。
mattoresu,mattress,マットレス,このベッドの{{マットレス}}は新しいです。
kagu,furniture,家具,部屋に新しい{{家具}}を買いました。
sofaa,sofa,ソファ,{{ソファ}}に座ってテレビを見ます。
isu,chair,椅子,{{椅子}}に座ってください。
teeburu,table,テーブル,{{テーブル}}の上に本があります。
tsuukue,desk,机,私の{{机}}にはパソコンがあります。
ranpu,lamp,ランプ,暗いから{{ランプ}}をつけました。
kaaten,curtain,カーテン,{{カーテン}}を閉めてください。
juutan,carpet / rug,じゅうたん,床に赤い{{じゅうたん}}があります。
tana,shelf,棚,{{棚}}に本を並べました。
hikidashi,drawer,引き出し,机の{{引き出し}}にペンがあります。
yoofuku dansu,wardrobe,洋服ダンス,{{洋服ダンス}}に衣類を入れます。
reizouko,fridge,冷蔵庫,{{冷蔵庫}}に牛乳があります。
oobun,oven,オーブン,{{オーブン}}でケーキを焼きます。
denshi renji,microwave,電子レンジ,{{電子レンジ}}でご飯を温めます。
shokki araikki,dishwasher,食器洗い機,{{食器洗い機}}は便利ですね。
sentakuki,washing machine,洗濯機,{{洗濯機}}で洗濯をします。
eakon,air conditioner,エアコン,夏、{{エアコン}}をつけます。
danbou,heating,暖房,冬、{{暖房}}をつけました。
shuuryou suru,to complete / to finish,終了する,授業が{{終了する}}時間です。
shiken,exam / test,試験,来週{{試験}}があります。
jugyou,class / lesson,授業,月曜日の{{授業}}は数学です。
sukejuuru,schedule,スケジュール,{{スケジュール}}を確認してください。
shime kiri,deadline,締め切り,このプロジェクトの{{締め切り}}は来月です。
purojekuto,project,プロジェクト,新しい{{プロジェクト}}をチームで開始します。
mokuhyou,objective / goal,目標,私たちの{{目標}}は売上を増やすことです。
senryaku,strategy,戦略,成功するには良い{{戦略}}が必要です。
shikaku,qualification / certificate,資格,この仕事に必要な{{資格}}は何ですか。
mensetsu,interview,面接,明日の{{面接}}に向けて準備しています。
dooryou,colleague,同僚,私の{{同僚}}はとても親切で優しいです。
shounin,promotion (at work),昇進,彼は先月{{昇進}}して部長になりました。
shuunyuu,income / revenue,収入,私たちの家族の{{収入}}は安定しています。
kyuuryou,salary,給料,毎月{{給料}}が銀行に振り込まれます。
roukou suru,to go on strike,労行する,労働者たちが条件改善のため{{労行する}}。
roudou kumiai,trade union,労働組合,{{労働組合}}は従業員の権利を守ります。
shitsugyou,unemployment,失業,{{失業}}率が最近上がっています。
taishoku,retirement,退職,父は来年{{退職}}する予定です。
nenkyu,paid leave,年休,今年はまだ{{年休}}を使っていません。
keizai seichou,economic growth,経済成長,日本の{{経済成長}}は緩やかです。
kiki,crisis,危機,この{{危機}}を乗り越えるには協力が必要です。
kaiketsu suru,to solve / to resolve,解決する,この問題を早く{{解決する}}必要があります。
jyouyaku,treaty,条約,両国が新しい{{条約]]に署名しました。
doumei,alliance,同盟,二つの国が{{同盟]]を結びました。
kyouryoku,cooperation,協力,プロジェクト成功のため{{協力]]しましょう。
eikyou,influence,影響,天気は気分に大きな{{影響]]を与えます。
kenryoku,power / authority,権力,首相は国の{{権力]]を持っています。
gimu,duty / obligation,義務,学生の{{義務]]は勉強することです。
tokken,privilege,特権,会長は特別な{{特権]]を持っています。
chousen,challenge,挑戦,新しい{{挑戦]]に向けて頑張ります。
shinpo,progress,進歩,技術の{{進歩]]は非常に速いです。
kakushin,innovation,革新,この会社は{{革新]]的な製品を作ります。
hakken,discovery,発見,科学者が新しい物質を{{発見]]しました。
hatsumei,invention,発明,電話の{{発明]]は世界を変えました。
seichou,growth,成長,子どもたちの{{成長]]は親の喜びです。
taikou,decline,対抗,政府は不当な施策に{{対抗]]します。
dapyou,compromise,妥協,両者が{{妥協]]して合意に達しました。
funso,conflict,紛争,国際的な{{紛争]]が増えています。
risuku,risk,リスク,投資には常に{{リスク]]があります。
chansu,chance / opportunity,チャンス,これは人生の大切な{{チャンス]]です。
riten,advantage,利点,このプランの{{利点]]は安くて安全です。
ketten,disadvantage / defect,欠点,彼の{{欠点]]は少し短気なことです。
hinshitsu,quality,品質,この製品の{{品質]]は非常に高いです。
suijun,level / standard,水準,私たちのサービスの{{水準]]を上げます。
seika,result / achievement,成果,一年間の仕事の{{成果]]は素晴らしい。
paafooomansu,performance,パフォーマンス,彼の{{パフォーマンス]]は期待を超えました。
kaizen,improvement,改善,毎月システムの{{改善]]を行っています。
tenki,weather,天気,明日の{{天気]]はどうなるでしょうか。
kumori,cloudy,曇り,今日は{{曇り]]なので傘を持ちましょう。
hare,sunny,晴れ,週末は{{晴れ]]らしいので出かけます。
ame no hi,rainy day,雨の日,{{雨の日]]はうちで本を読みます。
arashi,storm,嵐,昨夜の{{嵐]]は窓を揺らしました。
mushiatsui,humid / sultry,蒸し暑い,梅雨の季節は{{蒸し暑い]]日が多いです。
kanki,dry weather,乾期,アフリカの{{乾期]]は非常に暑いです。
shitsu,moisture / humidity,湿,この部屋の{{湿}}度が高すぎます。
chousei,adjustment,調整,機械の{{調整}}が必要です。
kyouka,strengthening,強化,チームの{{強化}}のため練習します。
suishin,promotion / advancement,推進,プロジェクトを{{推進}}する計画です。
kakusan,spread / diffusion,拡散,感染症の{{拡散}}を防ぐ必要があります。
choutatsu,procurement,調達,材料の{{調達}}に時間がかかります。
kanri,management / control,管理,在庫の{{管理}}はコンピュータで行います。
haifu,distribution,配布,新しい資料を{{配布}}しました。
jouho,information,情報,最新の{{情報}}をお知らせします。
tsuushin,communication,通信,インターネット{{通信}}の速度は速い。
henshin,reply / response,返信,メールへ{{返信}}してください。
hookoku,report,報告,月末に結果の{{報告}}があります。
bunseki,analysis,分析,データの{{分析}}を行いました。
hyouka,evaluation,評価,従業員の{{評価}}は年一回です。
sakusei,creation / production,作成,書類の{{作成}}に三時間かかった。
settei,setting / configuration,設定,パソコンの{{設定}}を変更しました。
henkou,change / modification,変更,予定の{{変更}}があります。
sakujo,deletion,削除,ファイルの{{削除}}は取り消せません。
tsuika,addition,追加,新しい機能を{{追加}}しました。
ninshiki,recognition,認識,その問題の{{認識}}が不足していた。
rikai,understanding / comprehension,理解,内容の{{理解}}が深まりました。
hyoujun,standard,標準,{{標準}}化により品質が上がります。
kikaku,planning / standard,企画,新製品の{{企画}}を立てています。
kankyou mondai,environmental issue,環境問題,{{環境問題}}は世界全体の課題です。
ondanka,global warming,温暖化,{{温暖化}}により気温が上昇しています。
setsuden,power saving,節電,夏は{{節電}}を心掛けましょう。
saisei enerugii,renewable energy,再生エネルギー,{{再生エネルギー}}の利用が増えています。
risaikuru,recycling,リサイクル,プラスチックの{{リサイクル}}は重要です。
haiki butsu,waste / garbage,廃棄物,{{廃棄物]]の処理方法を改善します。
shizen saigai,natural disaster,自然災害,{{自然災害]]は予測困難です。
jishin,earthquake,地震,昨日大きい{{地震]]がありました。
tsunami,tsunami,津波,{{津波]]の警報が出ました。
taifuu,typhoon,台風,{{台風]]シーズンに注意してください。
koozui,flood,洪水,大雨により{{洪水]]が発生した。
kanpatsu,drought,干ばつ,{{干ばつ]]により作物が枯れました。
settou,theft,窃盗,{{窃盗]]事件が増加しています。
sagi,fraud / scam,詐欺,詐欺師の{{詐欺]]に騙されました。
keiyaku ihan,breach of contract,契約違反,{{契約違反]]により賠償金を払う。
ninmu,mission / duty,任務,新しい{{任務]]を任されました。
senmon,specialty / expertise,専門,彼は医学が{{専門]]です。
kinou,function / feature,機能,このアプリの{{機能]]は便利です。
seinou,performance / capability,性能,新型車の{{性能]]は優れています。
youryou,capacity,容量,ハードドライブの{{容量]]は十分ですか。
sokudo,speed,速度,インターネットの{{速度]]は遅いです。
seido,accuracy / precision,精度,測定の{{精度]]を高めてください。
kouritsu,efficiency,効率,仕事の{{効率]]を改善したい。
kigyou,company / enterprise,企業,大きい{{企業]]で働いています。
kabushiki,stock / shares,株式,この会社の{{株式]]を購入しました。
tousan,bankruptcy,倒産,会社が{{倒産]]してしまいました。
gappei,merger,合併,二つの会社が{{合併]]します。
baishuu,acquisition,買収,その会社は競合他社の{{買収}}を計画している。
kyousou,competition,競争,グローバル市場での{{競争}}は非常に激しい。
shijou,market,市場,アジアの{{市場}}は急速に成長している。
nedan,price,値段,この製品の{{値段}}は昨年より上がった。
waribiki,discount,割引,今月は全商品に{{割引}}が適用される。
zeikan,customs,税関,荷物は{{税関}}で検査されました。
yunyu zei,import tax,輸入税,輸入商品には{{輸入税}}がかかります。
yushutsu,export,輸出,日本は自動車を多く{{輸出}}している。
kyokyuu,supply,供給,商品の{{供給}}が需要に追いついていない。
juyo,demand,需要,冬は暖房用燃料の{{需要}}が増加する。
seisan,production,生産,この工場の{{生産}}能力は月五万個だ。
syouhi,consumption,消費,消費者の{{消費}}パターンが変わってきた。
ryuutsu,distribution / circulation,流通,効率的な{{流通}}システムが重要である。
hanbaiten,retail store,販売店,近くの{{販売店}}で新商品が売られている。
soukou,warehouse,倉庫,大量の商品が{{倉庫}}に保管されている。
hacchuu,order / requisition,発注,明日、新しい部品を{{発注}}する予定だ。
nouki,delivery date,納期,この注文の{{納期}}は三週間です。
ryou,quantity / amount,量,購入する{{量}}をお知らせください。
seiryu,trend / mainstream,主流,オンライン販売は現在の{{主流}}である。
suki ru,skill,スキル,プログラミングは重要な{{スキル}}です。
kyaria,career,キャリア,彼女の{{キャリア}}は順調に進んでいる。
shoukaku,promotion (rank),昇格,彼は今年{{昇格}}して部長になった。
deta,data,データ,分析には正確な{{データ}}が必要だ。
kyori,distance,距離,東京から大阪までの{{距離}}は約四百キロだ。
juuryou,weight,重量,この荷物の{{重量}}は五十キロである。
saizu,size,サイズ,このシャツの{{サイズ}}はメディアムです。
kiri,fog / mist,霧,朝、山は{{霧}}に覆われていた。
kaminari,thunder / lightning,雷,昨晩の{{雷}}は非常に激しかった。
arare,hail,霰,冬の山では{{霰}}が降ることがある。
koori,ice,氷,池の表面は{{氷}}で覆われている。
yukidoke,snowmelt,雪解け,春の{{雪解け}}により川の水位が上がる。
tatsumaki,tornado,竜巻,{{竜巻}}が村を襲い大きな被害が出た。
kazan,volcano,火山,日本には多くの{{火山}}がある。
yamakata,landslide,山崩れ,{{山崩れ}}により道路が通行できなくなった。
sansei u,acid rain,酸性雨,{{酸性雨}}は環境に悪い影響を与える。
haigasuoke,exhaust / emissions,排ガス,自動車の{{排ガス}}は空気を汚染する。
nenshou,combustion / burning,燃焼,{{燃焼}}プロセスは熱とエネルギーを発生させる。
nenryou,fuel,燃料,この機械は{{燃料}}として石油を使う。
sekiyu,petroleum / oil,石油,{{石油}}の価格は世界経済に影響する。
sekitan,coal,石炭,{{石炭}}は昔よく使われていた。
hagane,steel,鋼,この橋は強い{{鋼}}で作られている。
tetsu,iron,鉄,{{鉄}}はとても丈夫な金属です。
kin,gold,金,{{金}}は非常に貴重な金属である。
gin,silver,銀,{{銀}}は{{金}}の次に貴重だ。
daiyamondo,diamond,ダイヤモンド,婚約指輪に{{ダイヤモンド}}が使われている。
houseki,gemstone,宝石,王妃は首に{{宝石}}をつけていた。
ressun,lesson (e.g. music),レッスン,週に二回ピアノの{{レッスン}}を受けている。
kyoushitsu,classroom,教室,学生は{{教室}}で授業を受けている。
shokudou,dining hall / canteen,食堂,昼食は{{食堂}}で食べることができます。
uketuke,reception desk,受付,来客は入口の{{受付}}で対応されます。
kaikei,cashier / accounting,会計,レストランの{{会計}}は五千円です。
keisanki,calculator,計算機,数学の授業で{{計算機}}を使いました。
purinta,printer,プリンター,書類を{{プリンター}}で印刷してください。
sukyanaa,scanner,スキャナー,{{スキャナー}}で写真をデジタル化します。
faakkusu,fax,ファックス,会社に{{ファックス}}を送りました。
denshibook,e-book,電子ブック,{{電子ブック}}はタブレットで読めます。
tablet,tablet,タブレット,私の{{タブレット}}は新しいです。
