word,meaning,native,sentence
权利,right,quánlì,每个人都有{{权利}}发表意见。
责任,responsibility,zérèn,作为学生有学习的{{责任}}。
自由,freedom,zìyóu,每个人都应该有{{自由}}。
平等,equality,píngděng,{{平等}}是社会的基础。
和平,peace,hépíng,世界需要{{和平}}与稳定。
战争,war,zhànzhēng,{{战争}}给人类带来痛苦。
选举,election,xuǎnjǔ,下个月要进行{{选举}}。
政党,political party,zhèngdǎng,有许多个不同的{{政党}}。
军队,army,jūnduì,{{军队}}保卫国家的安全。
边界,border,biānjiè,两国的{{边界}}已划定。
# ── Nouns — Environment ──────────────────────────────────────────────────────
环境,environment,huánjìng,保护{{环境}}是我们的责任。
气候,climate,qìhòu,这里的{{气候}}很温暖。
温度,temperature,wēndù,今天的{{温度}}达到三十度。
污染,pollution,wūrǎn,空气{{污染}}日益严重。
能源,energy,néngyuán,太阳能是清洁{{能源}}。
资源,resource,zīyuán,我们要合理利用{{资源}}。
垃圾,garbage / rubbish,lājī,请不要乱扔{{垃圾}}。
回收,recycling,huíshōu,塑料可以{{回收}}利用。
全球变暖,global warming,quánqiú biànnuǎn,{{全球变暖}}威胁人类未来。
洪水,flood,hóngshuǐ,{{洪水}}淹没了许多村庄。
地震,earthquake,dìzhèn,昨晚发生了{{地震}}。
台风,typhoon,táifēng,{{台风}}即将登陆该地区。
干旱,drought,gānhàn,今年{{干旱}}导致庄稼减产。
# ── Adjectives ───────────────────────────────────────────────────────────────
好,good,hǎo,这部电影很{{好}}看。
坏,bad,huài,他的态度很{{坏}}。
大,big,dà,这间房子很{{大}}。
小,small,xiǎo,我的女儿还很{{小}}。
新,new,xīn,他买了一辆{{新}}车。
旧,old,jiù,这是一本{{旧}}书。
年轻,young,niánqīng,她看起来很{{年轻}}。
高,tall / high,gāo,那座山很{{高}}。
矮,short / low,ǎi,他个子比较{{矮}}。
长,long,cháng,她的头发很{{长}}。
短,short,duǎn,这条路很{{短}}。
宽,wide,kuān,这条街道很{{宽}}。
窄,narrow,zhǎi,这条小路很{{窄}}。
胖,fat,pàng,他最近变{{胖}}了。
瘦,thin,shòu,她太{{瘦}}了。
强,strong,qiáng,他的身体很{{强}}。
弱,weak,ruò,我的腿比较{{弱}}。
快,fast,kuài,他跑得很{{快}}。
慢,slow,màn,你走得太{{慢}}了。
容易,easy,róngyì,这个任务很{{容易}}。
难,difficult,nán,这个题目很{{难}}。
重要,important,zhòng yào,安全很{{重要}}。
必要,necessary,bì yào,这种做法很{{必要}}。
可能,possible,kě néng,他{{可能}}会来。
真,true / real,zhēn,这个故事是{{真}}的吗？
假,false,jiǎ,这是{{假}}钱。
安全,safe,ānquán,这里很{{安全}}。
危险,dangerous,wēixiǎn,这条路很{{危险}}。
有钱,rich,yǒuqián,他的家人很{{有钱}}。
穷,poor,qióng,他家很{{穷}}。
高兴,happy,gāoxìng,我很{{高兴}}见到你。
难过,sad,nánguò,她听了很{{难过}}。
生气,angry,shēngqì,他在{{生气}}。
冷静,calm,lěngjìng,请保持{{冷静}}。
紧张,nervous,jǐnzhāng,我很{{紧张}}。
无聊,boring,wúliào,这部片子很{{无聊}}。
有趣,interesting,yǒuqù,这个故事很{{有趣}}。
漂亮,beautiful,piàoliang,她很{{漂亮}}。
丑,ugly,chǒu,这个设计很{{丑}}。
干净,clean,gānjìng,房间很{{干净}}。
脏,dirty,zāng,你的手很{{脏}}。
满,full,mǎn,这个杯子{{满}}了。
空,empty,kōng,这个盒子是{{空}}的。
忙,busy,máng,我很{{忙}}。
不同,different,bùtóng,他们的意见{{不同}}。
一样,same,yīyàng,两个人一样高{{一样}}。
特殊,special,tèshū,这是一个{{特殊}}情况。
普通,normal / ordinary,pǔtōng,这是{{普通}}的日子。
奇怪,strange,qíguài,这个声音很{{奇怪}}。
常见,common,chángjian,感冒是{{常见}}的疾病。
稀有,rare,xīyǒu,钻石是{{稀有}}的宝石。
现代,modern,xiàndài,我喜欢{{现代}}建筑风格。
古代,ancient,gǔdài,他研究{{古代}}中国历史。
人造,artificial,rénzào,这是{{人造}}革做的包。
负责,responsible,fùzé,他{{负责}}这个项目的工作。
聪明,intelligent / clever,cōngmíng,这个孩子很{{聪明}}。
认真,serious / earnest,rènzhēn,她对工作很{{认真}}。
友好,friendly,yǒuhǎo,他的态度很{{友好}}。
诚实,honest,chéngshí,做人要{{诚实}}守信。
大方,generous,dàfāng,她很{{大方}}，经常帮助别人。
勇敢,brave,yǒnggǎn,消防员很{{勇敢}}。
积极,positive / active,jīpō,我们应该{{积极}}向上。
消极,negative / passive,xiāojí,不要有{{消极}}的想法。
完整,complete,wánzhěng,这个故事很{{完整}}。
完美,perfect,wánměi,这个计划很{{完美}}。
正确,correct,zhèngquè,你的答案是{{正确}}的。
精确,exact,jīngquè,仪器测量很{{精确}}。
官方,official,guānfāng,这是{{官方}}发布的消息。
正式,formal,zhèngshì,明天是{{正式}}的会议。
国际,international,guójì,这是{{国际}}品牌。
公共,public,gōnggòng,图书馆是{{公共}}场所。
私人,private,sīrén,这是我的{{私人}}物品。
可口,delicious,kěkǒu,这道菜很{{可口}}。
辣,spicy,là,这个菜很{{辣}}。
甜,sweet,tián,蜂蜜很{{甜}}。
苦,bitter,kǔ,中药很{{苦}}。
咸,salty,xián,这个菜太{{咸}}了。
酸,sour,suān,柠檬很{{酸}}。
新鲜,fresh,xīnxiān,今天的蔬菜很{{新鲜}}。
热,hot,rè,天气很{{热}}。
冷,cold,lěng,冬天很{{冷}}。
温暖,warm,wēnnuǎn,春天很{{温暖}}。
潮湿,humid / damp,cháoshī,浴室很{{潮湿}}。
干燥,dry,gānzào,沙漠很{{干燥}}。
# ── Adverbs ──────────────────────────────────────────────────────────────────
很,very,hěn,这个苹果{{很}}好吃。
更,more,gèng,今天{{更}}热了。
也,also / too,yě,我{{也}}想去。
已经,already,yǐjīng,我{{已经}}吃过了。
从来没,never,cónglái méi,我{{从来没}}去过。
总是,always,zǒng shì,他{{总是}}迟到。
差不多,almost,chàbuduō,两个东西{{差不多}}。
只,only,zhǐ,我{{只}}有一个。
足够,enough,zúgòu,钱{{足够}}了。
太,too much,tài,这个包{{太}}贵了。
一点,a little,yīdiǎn,请再加{{一点}}盐。
很多,a lot,hěn duō,这里有{{很多}}人。
也许,perhaps,yěxǔ,{{也许}}明天会下雨。
肯定,certainly,kěndìng,这{{肯定}}是真的。
真的,really,zhēn de,这是{{真的}}吗？
完全,completely,wánquán,这个计划{{完全}}改变了我的人生。
绝对,absolutely,juéduì,我{{绝对}}不会忘记你的帮助。
特别,especially,tèbié,我{{特别}}喜欢吃你做的饭。
这里,here,zhèlǐ,{{这里}}的天气非常舒服。
那里,there,nàlǐ,{{那里}}有一个很大的公园。
远,far,yuǎn,你的家离我家很{{远}}。
马上,immediately,mǎshàng,我{{马上}}就来帮你的忙。
最后,finally / last,zuìhòu,{{最后}}我们决定去看电影。
# ── Measure words ────────────────────────────────────────────────────────────
个,general measure word,gè,我买了三{{个}}苹果。
本,measure for books,běn,这{{本}}书很有意思。
块,measure for pieces / chunks,kuài,给我来一{{块}}巧克力。
件,measure for items of clothing,jiàn,我需要买一{{件}}新衣服。
双,pair,shuāng,我想买一{{双}}新鞋子。
杯,cup of,bēi,请给我倒一{{杯}}水。
瓶,bottle of,píng,冰箱里有一{{瓶}}牛奶。
碗,bowl of,wǎn,妈妈盛了一{{碗}}汤给我。
盘,plate of,pán,桌子上有一{{盘}}水果。
张,measure for flat objects,zhāng,墙上贴了一{{张}}海报。
条,measure for long thin objects,tiáo,我买了一{{条}}新领带。
把,measure for objects with handles,bǎ,请递给我那{{把}}椅子。
支,measure for stick-like objects,zhī,我用了一{{支}}铅笔写字。
台,measure for machines,tái,办公室有一{{台}}新电脑。
# ── Pronouns ─────────────────────────────────────────────────────────────────
我,I / me,wǒ,{{我}}今天很高兴。
你,you,nǐ,{{你}}什么时候有空？
他,he / him,tā,{{他}}是我的好朋友。
她,she / her,tā,{{她}}喜欢唱歌跳舞。
它,it,tā,{{它}}是一只可爱的猫。
我们,we / us,wǒmen,{{我们}}决定明天去旅游。
你们,you all,nǐmen,{{你们}}什么时候来？
他们,they / them,tāmen,{{他们}}都是我的同学。
这,this,zhè,{{这}}件事很重要。
那,that,nà,{{那}}是什么东西？
什么,something / what,shénme,你在做{{什么}}呢？
没什么,nothing,méi shénme,发生了什么事？{{没什么}}。
某人,someone,mǒurén,{{某人}}给我留了一条信息。
没人,nobody,méi rén,教室里{{没人}}，都放学了。
所有,everything / all,suǒyǒu,{{所有}}学生都来参加了活动。
# ── Numbers ──────────────────────────────────────────────────────────────────
一,one,yī,我有{{一}}个梦想。
二,two,èr,我{{二}}十岁了。
三,three,sān,我们有{{三}}个小时的课。
四,four,sì,{{四}}季的天气各不相同。
五,five,wǔ,我每周运动{{五}}次。
六,six,liù,他在{{六}}月份出生。
七,seven,qī,这本书有{{七}}章。
八,eight,bā,我{{八}}点钟起床。
九,nine,jiǔ,我有{{九}}本书。
十,ten,shí,这个东西要{{十}}块钱。
十一,eleven,shíyī,假期有{{十一}}天长。
十二,twelve,shí'èr,一年有{{十二}}个月。
二十,twenty,èrshí,她今年{{二十}}岁。
三十,thirty,sānshí,她今年{{三十}}岁了。
四十,forty,sìshí,他的父亲{{四十}}多岁。
五十,fifty,wǔshí,奶奶已经{{五十}}多岁。
一百,one hundred,yībǎi,这本书有{{一百}}页。
一千,one thousand,yīqiān,他存了{{一千}}块钱。
一万,ten thousand,yīwàn,这辆车花了{{一万}}元。
一百万,one million,yībǎiwàn,他赚了{{一百万}}。
第一,first,dì yī,我是班级{{第一}}名。
# ── Question words ───────────────────────────────────────────────────────────
谁,who,shuí,{{谁}}想去公园玩？
哪个,which,nǎ gè,你喜欢{{哪个}}颜色？
哪里,where,nǎlǐ,你来自{{哪里}}？
什么时候,when,shénme shíhòu,{{什么时候}}见面比较好？
怎么,how,zěnme,这个题{{怎么}}做？
多少,how much / how many,duōshǎo,苹果{{多少}}钱一斤？
为什么,why,wèishéme,{{为什么}}你不来了？
# ── More verbs ────────────────────────────────────────────────────────────────
分享,to share,fēnxiǎng,我喜欢{{分享}}好东西。
合作,to cooperate,hézuò,我们应该{{合作}}完成。
谈判,to negotiate,tánpàn,两国正在{{谈判}}。
雇用,to hire,gùyòng,公司{{雇用}}了十人。
出口,to export,chūkǒu,中国{{出口}}很多商品。
进口,to import,jìnkǒu,我们{{进口}}了石油。
投票,to vote,tóupiào,大家{{投票}}选择领导。
治理,to govern,zhìlǐ,政府要{{治理}}污染。
装饰,to decorate,zhuāngshì,她{{装饰}}了新房间。
批准,to approve,pīzhǔn,老板已{{批准}}了。
申请,to apply,shēnqǐng,他{{申请}}了奖学金。
实现,to achieve,shíxiàn,我要{{实现}}我的梦想。
混合,to mix,hùnhé,请{{混合}}这两种颜色。
庆祝,to celebrate,qìngzhù,我们{{庆祝}}新年。
抱怨,to complain,bàoyuàn,不要{{抱怨}}太多。
原谅,to forgive,yuánliàng,请{{原谅}}我的错误。
尝试,to attempt,chángshì,你应该{{尝试}}一次。
分析,to analyse,fēnxī,老师{{分析}}了这题。
比较,to compare,bǐjiào,我们{{比较}}两个方案。
讨论,to discuss,tǎolùn,他们在{{讨论}}问题。
计划,to plan,jìhuà,我在{{计划}}假期。
组织,to organize,zǔzhī,他{{组织}}了活动。
控制,to control,kòngzhì,你要{{控制}}情绪。
量,to measure,liàng,请{{量}}一下长度。
改善,to improve,gǎishàn,要{{改善}}生活质量。
装修,to renovate,zhuāngxiū,他们在{{装修}}房子。
维修,to repair,wéixiū,我需要{{维修}}手机。
连接,to connect,liánjie,请{{连接}}网络。
下载,to download,xiàzài,我在{{下载}}文件。
上传,to upload,shàngchuán,请{{上传}}照片。
编程,to program,biānchéng,他在{{编程}}。
设计,to design,shèjì,她{{设计}}了新衣服。
发明,to invent,fāmíng,他{{发明}}了新东西。
发现,to discover,fāxiàn,我{{发现}}了问题。
调查,to investigate,diàochá,警察在{{调查}}案件。
研究,to research,yánjiū,科学家{{研究}}新的医学方法。
享受,to enjoy,xiǎngshòu,我{{享受}}和家人一起的时光。
痛苦,to suffer,tòngkǔ,他经历了很多{{痛苦}}和困难。
照顾,to take care of,zhàogù,母亲每天{{照顾}}年迈的父亲。
营救,to rescue / to save,yíngjì,消防员{{营救}}了被困的小孩。
变老,to age / to grow old,biànlǎo,时间流逝，我们都在{{变老}}。
# ── More nouns — Society ──────────────────────────────────────────────────────
民族,ethnicity / nationality,mínzú,中国有五十六个{{民族}}。
文明,civilization,wénmíng,古埃及是一个伟大的{{文明}}。
宗教,religion,zōngjiào,世界上有多种{{宗教}}信仰。
哲学,philosophy,zhéxué,他喜欢研究古代{{哲学}}思想。
经济,economy,jīngjì,国家的{{经济}}发展很迅速。
工业,industry,gōngyè,{{工业}}革命改变了世界。
农业,agriculture,nóngyè,{{农业}}是国家的重要产业。
科技,science and technology,kējì,{{科技}}进步使生活更便利。
医学,medicine (field),yīxué,她正在大学学习{{医学}}专业。
法学,law (study),fǎxué,哥哥在学{{法学}}，想成为律师。
心理学,psychology,xīnlǐxué,我对{{心理学}}很感兴趣。
社会学,sociology,shèhuìxué,{{社会学}}研究人类社会现象。
人类学,anthropology,rénlèixué,{{人类学}}家研究古代文明。
地质学,geology,dìzhìxué,{{地质学}}帮助我们了解地球。
天文学,astronomy,tiānwénxué,{{天文学}}研究宇宙和星星。
生物学,biology,shēngwùxué,{{生物学}}课很有趣味。
化学,chemistry,huàxué,高中{{化学}}课程很难。
物理,physics,wùlǐ,他在{{物理}}考试中得了高分。
数字,digit / number,shùzì,请告诉我那个{{数字}}是多少。
统计,statistics,tǒngjì,根据最新{{统计}}，人口增加了。
通信,communication,tōngxìn,现代{{通信}}技术发展很快。
# ── More nouns — Home ─────────────────────────────────────────────────────────
房间,room,fángjiān,我的{{房间}}在楼上。
厨房,kitchen,chúfáng,母亲在{{厨房}}准备晚餐。
卫生间,bathroom,wèishēngjiān,{{卫生间}}的镜子很大。
客厅,living room,kètīng,我们在{{客厅}}看电视。
卧室,bedroom,wòshì,我的{{卧室}}很舒适温暖。
阳台,balcony,yángtái,{{阳台}}上有很多花草。
地下室,basement,dìxiàshì,地下室里放着旧{{地下室}}。
楼梯,staircase,lóutī,我从{{楼梯}}上走下来。
电梯,lift / elevator,diàntī,{{电梯}}坏了，我爬楼梯。
走廊,corridor,zǒuláng,{{走廊}}的尽头是厕所。
屋顶,roof,wūdǐng,{{屋顶}}被雪覆盖了。
地基,foundation,dìjī,房子的{{地基}}很牢固。
暖气,heating,nuǎnqì,冬天{{暖气}}让房间很温暖。
空调,air conditioning,kōngtiáo,夏天我开{{空调}}降温。
烤箱,oven,kǎoxiāng,我用{{烤箱}}烤蛋糕。
微波炉,microwave,wēibōlú,{{微波炉}}可以快速加热食物。
洗碗机,dishwasher,xǐwǎnjī,{{洗碗机}}能自动洗碗。
书架,bookshelf,shūjià,{{书架}}上放着很多书。
抽屉,drawer,chōuti,文具在{{抽屉}}里面。
衣柜,wardrobe,yīguì,衣服都放在{{衣柜}}中。
地毯,carpet / rug,dìtǎn,客厅的{{地毯}}很软。
窗帘,curtain,chuānglián,{{窗帘}}挡住了强烈阳光。
毛巾,towel,máojīn,浴室里有干净的{{毛巾}}。
被子,duvet / quilt,bèizi,冬天我喜欢盖厚{{被子}}。
枕头,pillow,zhěntou,我的{{枕头}}很舒服。
# ── More nouns — Materials ────────────────────────────────────────────────────
木材,wood (material),mùcái,这张桌子用{{木材}}制成。
金属,metal,jīnshǔ,{{金属}}可以导电。
塑料,plastic,sùliào,塑料袋是{{塑料}}做的。
玻璃,glass,bōlí,窗户用{{玻璃}}做的。
布料,fabric / cloth,bùliào,这件衣服的{{布料}}很软。
羊毛,wool,yángmáo,{{羊毛}}衣服很温暖。
棉,cotton,mián,{{棉}}制品舒适透气。
皮革,leather,pígé,这个包是{{皮革}}的。
丝绸,silk,sīchóu,{{丝绸}}裙子很优雅。
钢,steel,gāng,大桥用{{钢}}铁建造。
铁,iron,tiě,这把刀是{{铁}}做的。
铜,copper,tóng,铜币是用{{铜}}制成。
金,gold,jīn,{{金}}项链很贵。
银,silver,yín,{{银}}手镯闪闪发光。
钻石,diamond,zuànshí,她的{{钻石}}戒指很漂亮。
宝石,gemstone,bǎoshí,皇冠上镶着{{宝石}}。
砖,brick,zhuān,房子用{{砖}}砌成。
水泥,cement,shuǐní,地面用{{水泥}}铺的。
# ── More nouns — Personal items ──────────────────────────────────────────────
香水,perfume,xiāngshuǐ,她喷了{{香水}}。
肥皂,soap,fèizào,用{{肥皂}}洗手。
洗发水,shampoo,xǐfàshuǐ,我每天用{{洗发水}}。
牙刷,toothbrush,yáshuā,用{{牙刷}}刷牙。
牙膏,toothpaste,yágāo,{{牙膏}}可以美白牙齿。
刮刀,razor,guādāo,他用{{刮刀}}刮胡子。
梳子,comb,shūzi,用{{梳子}}梳头。
化妆品,cosmetics,huàzhuāngpǐn,她买了很多{{化妆品}}。
口红,lipstick,kǒuhóng,她涂了红色{{口红}}。
背包,backpack,bèibāo,我背着{{背包}}去旅行。
戒指,ring,jièzhi,她戴着{{戒指}}。
项链,necklace,xiàngliàn,她的{{项链}}很漂亮。
耳环,earring,ěrhuán,她戴着金色{{耳环}}。
# ── More nouns — Transport ────────────────────────────────────────────────────
高铁,high-speed rail,gāotiě,坐{{高铁}}很快。
轮船,ocean liner,lúnchuán,我们乘坐{{轮船}}。
直升机,helicopter,zhíshēngjī,{{直升机}}在空中飞行。
港口,port / harbour,gǎngkǒu,船到了{{港口}}。
码头,pier / wharf,mǎtóu,我们在{{码头}}等待。
高速公路,motorway / highway,gāosù gōnglù,{{高速公路}}很宽敞。
交叉口,intersection,jiāochākǒu,{{交叉口}}很繁忙。
红绿灯,traffic light,hónglǜdēng,{{红绿灯}}亮了。
停车场,car park,tíngchē chǎng,汽车停在{{停车场}}。
加油站,petrol station,jiāyóu zhàn,我在{{加油站}}加油。
# ── More nouns — Health ───────────────────────────────────────────────────────
血压,blood pressure,xuèyā,医生测量我的{{血压}}。
体温,body temperature,tǐwēn,他的{{体温}}正常。
脉搏,pulse,màibó,医生摸了他的{{脉搏}}。
病毒,virus,bìngdú,电脑中了{{病毒}}需要清理。
细菌,bacteria,xìjùn,{{细菌}}会导致感染。
免疫,immunity,miǎnyì,{{免疫}}力很重要。
治疗,therapy / treatment,zhìliáo,医生给他{{治疗}}。
手术室,operating room,shǒushù shì,医生在{{手术室}}里进行了手术。
急救,first aid,jíjiù,他接受了{{急救}}培训课程。
救护车,ambulance,jiùhù chē,{{救护车}}迅速赶到了事故现场。
# ── More nouns — Education ────────────────────────────────────────────────────
课程,curriculum / course,kèchéng,这个{{课程}}很有趣又实用。
讲座,lecture,jiǎngzuò,教授明天举办一场学术{{讲座}}。
论文,thesis / paper,lùnwén,她的{{论文}}获得了优秀奖。
奖学金,scholarship,jiǎngxuéjīn,他获得了一笔丰厚的{{奖学金}}。
学费,tuition fee,xuéfèi,今年的{{学费}}比去年贵。
校园,campus,xiàoyuán,{{校园}}里有许多绿色植物。
实验室,laboratory,shíyàn shì,学生们在{{实验室}}做化学实验。
图书,books / literature,túshū,图书馆有很多珍贵的{{图书}}。
笔记,notes,bǐjì,我的{{笔记}}记录了课堂内容。
词典,dictionary,cídiǎn,查{{词典}}可以学习新单词。
# ── More nouns — Work ─────────────────────────────────────────────────────────
职业,profession / career,zhíyè,他选择了教师这个{{职业}}。
简历,CV / résumé,jiǎnlì,请准备一份详细的{{简历}}。
面试,interview,miànshì,我明天参加重要的{{面试}}。
协议,agreement,xiéyì,双方签署了商业{{协议}}。
会议,meeting,huìyì,我们召开了一次紧急{{会议}}。
报告,report,bàogào,经理提交了季度{{报告}}。
项目,project,xiàngmù,这个{{项目}}需要三个月完成。
目标,objective / goal,mùbiāo,我们的{{目标}}是提高销售额。
截止日期,deadline,jiézhǐ rìqī,申请的{{截止日期}}是下周五。
薪资,remuneration,xīnzī,我的{{薪资}}每月准时发放。
奖金,bonus,jiǎngjīn,员工获得了年终{{奖金}}。
福利,benefits / welfare,fúlì,公司提供良好的员工{{福利}}。
假期,holiday / leave,jiàqī,我计划在{{假期}}去旅游。
办公室,office,bàngōngshì,他在十楼的{{办公室}}里工作。
文件,document / file,wénjiàn,请把这份{{文件}}保存好。
合伙人,partner,héhuǒrén,他和朋友成为了商业{{合伙人}}。
客户,client / customer,kèhù,我们需要满足每个{{客户}}的需求。
供应商,supplier,gōngyīng shāng,公司与多个{{供应商}}合作。
# ── More nouns — Finance ──────────────────────────────────────────────────────
股票,stock / shares,gǔpiào,他投资了几支优质{{股票}}。
债务,debt,zhàiwù,公司需要偿还大量{{债务}}。
贷款,loan,dàikuǎn,他申请了一笔住房{{贷款}}。
利率,interest rate,lìlǜ,银行的{{利率}}最近上升了。
通货膨胀,inflation,tōnghuò péngzhàng,{{通货膨胀}}影响了物价上涨。
汇率,exchange rate,huìlǜ,人民币{{汇率}}今天下跌了。
账户,account,zhànghù,请检查您的银行{{账户}}。
存款,deposit / savings,cúnkuǎn,他的{{存款}}放在银行里。
支出,expenditure,zhīchū,每月的家庭{{支出}}很大。
收入,income / revenue,shōurù,他的月{{收入}}相当不错。
亏损,loss / deficit,kuīsǔn,去年公司遭受了严重{{亏损}}。
审计,audit,shěnjì,财务部进行了年度{{审计}}。
发票,invoice,fāpiào,请出具这笔交易的{{发票}}。
收据,receipt,shōujù,购物时要保留好{{收据}}。
# ── More nouns — Technology ───────────────────────────────────────────────────
人工智能,artificial intelligence,réngōng zhìnéng,{{人工智能}}正在改变世界。
大数据,big data,dà shùjù,{{大数据}}分析帮助企业决策。
云计算,cloud computing,yún jìsuàn,许多公司采用{{云计算}}技术。
区块链,blockchain,qūkuài liàn,{{区块链}}技术很有发展潜力。
机器人,robot,jīqìrén,工厂里使用了先进的{{机器人}}。
无人机,drone,wúrénjī,他用{{无人机}}拍摄了城市风景。
虚拟现实,virtual reality,xūnǐ xiànshí,我体验了新的{{虚拟现实}}游戏。
增强现实,augmented reality,zēngqiáng xiànshí,这个应用使用{{增强现实}}技术。
社交媒体,social media,shèjiāo méitǐ,年轻人喜欢在{{社交媒体}}上分享。
搜索引擎,search engine,sōusuǒ yǐnqíng,我用{{搜索引擎}}找信息。
网站,website,wǎngzhàn,这个{{网站}}很有用。
电子邮件,email,diànzǐ yóujiàn,请发{{电子邮件}}给我。
黑客,hacker,hēikè,{{黑客}}入侵了公司系统。
病毒 (电脑),computer virus,bìngdú,我的电脑感染了{{病毒}}。
# ── More nouns — Culture & Traditions ────────────────────────────────────────
汉字,Chinese character,hànzì,学习{{汉字}}需要多练习。
书法,calligraphy,shūfǎ,他的{{书法}}写得很漂亮。
国画,Chinese painting,guóhuà,美术馆展出了古代{{国画}}。
陶瓷,porcelain / ceramics,táocí,这个{{陶瓷}}花瓶很贵重。
功夫,kung fu / martial arts,gōngfū,他练习中国{{功夫}}多年。
太极,tai chi,tàijí,早上我们一起练{{太极}}。
茶道,tea ceremony,chádào,她精通传统{{茶道}}礼仪。
春节,Chinese New Year,chūnjié,全家人一起庆祝{{春节}}。
中秋节,Mid-Autumn Festival,zhōngqiū jié,{{中秋节}}我们赏月吃饼。
端午节,Dragon Boat Festival,duānwǔ jié,{{端午节}}人们划龙舟。
七夕节,Qixi Festival,qīxī jié,{{七夕节}}是情人的节日。
元宵节,Lantern Festival,yuánxiāo jié,{{元宵节}}时挂满彩灯。
舞龙,dragon dance,wǔ lóng,春节期间人们{{舞龙}}庆祝。
舞狮,lion dance,wǔ shī,街上有精彩的{{舞狮}}表演。
红包,red envelope (gift),hóngbāo,过年时长辈给孩子{{红包}}。
对联,Spring Festival couplet,duìlián,门上贴着新年{{对联}}。
灯笼,lantern,dēnglóng,节日里挂满了红{{灯笼}}。
鞭炮,firecracker,biānpào,放{{鞭炮}}声音很大。
# ── More adjectives ───────────────────────────────────────────────────────────
复杂,complex / complicated,fùzá,这个问题很{{复杂}}。
简单,simple,jiǎndān,解决办法很{{简单}}。
直接,direct,zhíjiē,他{{直接}}告诉我真相。
间接,indirect,jiànjiē,这是{{间接}}的表达方式。
明显,obvious / clear,míngxiǎn,他{{明显}}不开心。
隐藏,hidden,yǐncáng,{{隐藏}}的文件找不到。
公平,fair,gōngpíng,规则很{{公平}}。
不公平,unfair,bù gōngpíng,这个决定很{{不公平}}。
合理,reasonable,hélǐ,他的想法很{{合理}}。
不合理,unreasonable,bù hélǐ,这个要求{{不合理}}。
合法,legal,héfǎ,这样做是{{合法}}的。
非法,illegal,fēifǎ,{{非法}}买卖会被处罚。
临时,temporary,línshí,这是一份{{临时}}工作。
永久,permanent,yǒngjiǔ,我们需要{{永久}}的解决方案。
紧急,urgent,jǐnjí,这件事很{{紧急}}。
可持续,sustainable,kě chíxù,环保是{{可持续}}发展的关键。
有效,effective / valid,yǒuxiào,这个方法很{{有效}}。
无效,ineffective / invalid,wúxiào,这个治疗方法{{无效}}。
充分,sufficient,chōngfèn,证据很{{充分}}。
不足,insufficient,bùzú,时间{{不足}}完成任务。
丰富,abundant / rich,fēngfù,这本书内容{{丰富}}。
稀少,scarce / rare,xīshǎo,这种植物很{{稀少}}。
# ── More adverbs ──────────────────────────────────────────────────────────────
经常,often / frequently,jīngcháng,我{{经常}}去图书馆。
偶尔,occasionally,ǒu'ěr,我{{偶尔}}会去公园散步。
从不,never,cóng bù,她{{从不}}迟到工作。
有时,sometimes,yǒushí,{{有时}}下午会下雨。
立刻,immediately,lìkè,听到声音我{{立刻}}转身。
慢慢地,slowly,màn màn de,他{{慢慢地}}走下楼梯。
仔细地,carefully,zǐxì de,请{{仔细地}}阅读说明书。
明显地,obviously,míngxiǎn de,她{{明显地}}不高兴了。
大概,probably / approximately,dàgài,会议{{大概}}需要两小时。
实际上,actually / in fact,shíjì shang,{{实际上}}我已经准备好了。
总共,altogether / in total,zǒnggòng,今年{{总共}}赚了十万块。
分别,separately / respectively,fēnbié,他们{{分别}}去了不同城市。
互相,mutually / each other,hùxiāng,朋友们{{互相}}帮助彼此。
直接地,directly,zhíjiē de,我{{直接地}}告诉了他真相。
间接地,indirectly,jiànjiē de,她{{间接地}}表达了不满。
飓风,hurricane,jùfēng,{{飓风}}摧毁了许多房屋。
龙卷风,tornado,lóng juǎn fēng,{{龙卷风}}突然袭击小镇。
火山,volcano,huǒshān,{{火山}}喷发了熔岩。
雪崩,avalanche,xuě bēng,{{雪崩}}危险非常高。
泥石流,mudslide,ní shí liú,山区发生了{{泥石流}}。
野火,wildfire,yěhuǒ,{{野火}}蔓延到森林。
烟,smoke,yān,房间里充满了{{烟}}。
灰尘,ash / dust,huīchén,桌子上有很多{{灰尘}}。
煤炭,coal,méitàn,工厂燃烧{{煤炭}}发电。
石油,petroleum / oil,shíyóu,{{石油}}价格上升了。
铝,aluminium,lǚ,罐子是用{{铝}}制成的。
锌,zinc,xīn,镀{{锌}}钢更耐锈蚀。
铅,lead (metal),qiān,{{铅}}是一种有毒金属。
腰带,belt,yāodài,他系上了黑色{{腰带}}。
太阳镜,sunglasses,tàiyáng jìng,戴{{太阳镜}}保护眼睛。
肝脏,liver,gānzàng,医生检查了他的{{肝脏}}。
肾脏,kidney,shènzàng,{{肾脏}}过滤血液中的废物。
膀胱,bladder,pángguāng,{{膀胱}}储存尿液。
食道,oesophagus,shídào,食物通过{{食道}}进入胃。
肠子,intestine,chángzi,{{肠子}}吸收营养物质。
拇指,thumb,mǔzhǐ,用{{拇指}}按下按钮。
食指,index finger,shízhǐ,{{食指}}指向前方。
中指,middle finger,zhōngzhǐ,{{中指}}是最长的手指。
无名指,ring finger,wúmíng zhǐ,在{{无名指}}上戴戒指。
小指,little finger,xiǎozhǐ,{{小指}}最小最短。
