word,meaning,native,sentence,ipa,notes
ondo,temperature,温度,今日の{{温度}}は三十度です。,LHL ondo,
# ── Adjectives ───────────────────────────────────────────────────────────────
ii,good,いい,このレストランの食事は{{いい}}です。,LH ii,
warui,bad,悪い,その行動は{{悪い}}習慣です。,LHL warui,
ooki,big,大きい,富士山は{{大きい}}山です。,LHL ooki,
chiisai,small,小さい,生まれたばかりの赤ちゃんは{{小さい}}です。,LHLL chiisai,
atarashii,new,新しい,{{新しい}}携帯電話を買いました。,LHHLL atarashii,
furui,old,古い,この建物は{{古い}}です。,LHL furui,
wakai,young,若い,彼は{{若い}}から頑張ります。,LHL wakai,
takai,tall / expensive,高い,この山は{{高い}}です。,LHL takai,
hikui,low / short,低い,その建物の天井は{{低い}}です。,LHL hikui,
nagai,long,長い,この川は{{長い}}です。,LHL nagai,
mijikai,short,短い,冬の昼間は{{短い}}です。,LHLL mijikai,
hiroi,wide / spacious,広い,このグラウンドは{{広い}}です。,LHL hiroi,
semai,narrow / small (space),狭い,私たちの教室は{{狭い}}です。,LHL semai,
futoi,fat / thick,太い,象の足は{{太い}}です。,LHL futoi,
hosoi,thin,細い,糸は{{細い}}です。,LHL hosoi,
tsuyoi,strong,強い,このロープは{{強い}}です。,LHLL tsuyoi,
yowai,weak,弱い,病気の時は体が{{弱い}}です。,LHL yowai,
hayai,fast,速い,光は{{速い}}です。,LHL hayai,
osoi,slow / late,遅い,電車が{{遅い}}ので遅刻しました。,LHL osoi,
yasashii,easy / kind,優しい,先生は{{優しい}}人です。,LHHLL yasashii,
muzukashii,difficult,難しい,この数学の問題は{{難しい}}です。,LHHLL muzukashii,
daiji,important,大事,健康は人生で{{大事}}な事です。,LH daiji,
hitsuyou,necessary,必要,大学に入るために{{必要}}な勉強があります。,LHL hitsuyou,
kanousei,possibility / potential,可能性,彼の{{可能性}}は無限にあると思います。,LHLL kanousei,
hontou,true / real,本当,それは{{本当}}の話ですか？,LH hontou,
yuufu,rich,裕福,彼は{{裕福}}な家族から来ました。,LH yuufu,
mazushii,poor,貧しい,昔は{{貧しい}}生活をしていました。,LHL mazushii,
ureshii,happy,嬉しい,合格して{{嬉しい}}気持ちです。,LHL ureshii,
kanashii,sad,悲しい,友達が引っ越して{{悲しい}}です。,LHL kanashii,
okotte iru,angry,怒っている,先生は学生に{{怒っている}}ようです。,LHL LH okotte iru,
ochitsuite iru,calm,落ち着いている,試験の時に{{落ち着いている}}ことが大切です。,LHLL LH ochitsuite iru,
kinchousuru,nervous,緊張する,大事な発表で{{緊張する}}でしょう。,LHLL LH kinchousuru,
tsumaranai,boring,つまらない,その映画は{{つまらない}}から見ません。,LHLL LH tsumaranai,
omoshiroi,interesting,面白い,このゲームは{{面白い}}と思います。,LHLL LH omoshiroi,
utsukushii,beautiful,美しい,桜は{{美しい}}花ですね。,LHLL LH utsukushii,
minikui,ugly,醜い,その絵は{{醜い}}と言われました。,LHL LH minikui,
kirei,clean / pretty,きれい,彼女の部屋は{{きれい}}です。,LH kirei,
kitanai,dirty,汚い,靴が{{汚い}}から洗います。,LHL LH kitanai,
ippai,full,いっぱい,コップが水で{{いっぱい}}です。,LH ippai,
kara,empty,空,袋が{{空}}になりました。,LH kara,
aite iru,open,開いている,窓が{{開いている}}からエアコンをつけます。,LH LH aite iru,
shimatte iru,closed,閉まっている,ドアが{{閉まっている}}ので入れません。,LHL LH shimatte iru,
jiyuu,free,自由,週末は{{自由}}に過ごしたいです。,LH jiyuu,
isogashii,busy,忠しい,今月は{{忙しい}}ので休めません。,LHLL LH isogashii,
chigau,different,違う,私の意見は彼の意見と{{違う}}。,LH chigau,
onaji,same,同じ,私たちは{{同じ}}学校に通います。,LH onaji,
tokubetsu,special,特別,今日は{{特別]]な日ですから。,LHLL LH tokubetsu,
futsuu,normal,普通,これは{{普通]]の事です。,LH futsuu,
hen,strange,変,彼の行動は{{変]]だと思います。,LH hen,
yoku aru,common,よくある,田中さんはここに{{よくある]]ようです。,LH LH yoku aru,
mezurashii,rare,珍しい,この花は{{珍しい]]から見てください。,LHLL LH mezurashii,
kinkyu,urgent,緊急,これは{{緊急]]な問題です。,LH kinkyu,
gendai,modern,現代,{{現代]]の技術は素晴らしいです。,LH gendai,
kodai,ancient,古代,{{古代]]のエジプト文明を勉強します。,LH kodai,
jinkouteki,artificial,人工的,この物は{{人工的]]に作られました。,LHLL LH jinkouteki,
taishiteki,physical,体質的,{{体質的]]に弱いから気をつけます。,LHLL LH taishiteki,
seishinteki,mental,精神的,{{精神的]]に強くなりたいです。,LHLL LH seishinteki,
shakaitekina,social,社会的な,{{社会的な]]問題について考えます。,LHLL LH shakaitekina,
seijitekina,political,政治的な,{{政治的な]]活動に参加したいです。,LHLL LH seijitekina,
keizaiteki,economic,経済的,{{経済的]]に困っている家庭があります。,LHLL LH keizaiteki,
bunkashiki,cultural,文化式,{{文化式]]な違いを理解しましょう。,LHLL LH bunkashiki,
kokuminteki,national,国民的,{{国民的]]な行事を祝います。,LHLL LH kokuminteki,
kokusaiteki,international,国際的,{{国際的]]な協力が必要です。,LHLL LH kokusaiteki,
chiikiteki,local,地域的,{{地域的]]な問題を解決します。,LHLL LH chiikiteki,
koukyou,public,公共,{{公共]]の場所を大事にします。,LH koukyou,
watashiteki,private,私的,{{私的]]な事柄について話します。,LHLL LH watashiteki,
kojin,personal,個人,{{個人]]の意見を尊重します。,LH kojin,
senmonka,professional,専門家,医者は{{専門家]]です。,LHL LH senmonka,
kashikoi,intelligent / clever,賢い,彼は{{賢い]]から好かれています。,LHL LH kashikoi,
makajime,serious,真剣,彼は{{真剣]]に仕事をしています。,LHL LH makajime,
okashii,funny,おかしい,その話は{{おかしい]]から笑いました。,LHL LH okashii,
shinsetsu,kind / friendly,親切,田中さんは{{親切}}な人です。,HHL shinsetsu,
shoujiki,honest,正直,彼は{{正直}}に答えました。,HHL shoujiki,
kimanai,generous,気前ない,その人は{{気前ない}}性格です。,LLHL kimanai,
yuukan,brave,勇敢,消防士は{{勇敢}}に火に立ち向かった。,HHL yuukan,
nintai,patient,忍耐,成功には{{忍耐}}が必要です。,HHL nintai,
kassei,active,活性,この会社は{{活性}}化しています。,HHL kassei,
# ── Adverbs ──────────────────────────────────────────────────────────────────
totemo,very,とても,今日は{{とても}}寒いです。,LHL totemo,
motto,more,もっと,{{もっと}}勉強する必要があります。,LH motto,
motto sukunaku,less,もっと少なく,{{もっと少なく}}食べるべきです。,LH LHLH motto sukunaku,
mo,also / too,も,私{{も}}一緒に行きます。,L mo,
mou,already,もう,宿題は{{もう}}終わりました。,H mou,
mada,still / not yet,まだ,彼は{{まだ}}来ていません。,LH mada,
kesshite,never,決して,私は{{決して}}嘘をつきません。,LHLH kesshite,
itsumo,always,いつも,彼女は{{いつも}}笑顔です。,LHL itsumo,
hotondo,almost,ほとんど,学生は{{ほとんど}}全員来ました。,LHL hotondo,
dake,only,だけ,水{{だけ}}飲んでください。,LH dake,
juubun,enough,十分,時間は{{十分}}あります。,HH juubun,
sugiru,too much,すぎる,塩が{{すぎる}}と味が悪い。,LHL sugiru,
sukoshi,a little,少し,{{少し}}手伝ってください。,LHL sukoshi,
takusan,a lot,たくさん,公園に子供が{{たくさん}}います。,LHL takusan,
jyouzu,well / skillfully,上手,田中さんは英語が{{上手}}です。,HH jyouzu,
heta,badly,下手,私は絵が{{下手}}です。,LH heta,
motto yoku,better,もっとよく,{{もっとよく}}聞いてください。,LH HH motto yoku,
hayaku,quickly,速く,{{速く}}走ってください。,LHL hayaku,
yukkuri,slowly,ゆっくり,{{ゆっくり}}歩きましょう。,LHL yukkuri,
kantan ni,easily,簡単に,この問題は{{簡単に}}解けます。,LHL LH kantan ni,
tabun,probably,たぶん,{{たぶん}}明日雨が降ります。,LH tabun,
moshikashitara,perhaps,もしかしたら,{{もしかしたら}}彼は来るかもしれません。,LHLHLH moshikashitara,
zettai ni,certainly,絶対に,私は{{絶対に}}成功します。,HHL LH zettai ni,
hontou ni,really,本当に,これは{{本当に}}素晴らしいです。,LHL LH hontou ni,
kanzen ni,completely,完全に,仕事は{{完全に}}終わりました。,LHL LH kanzen ni,
mattaku,absolutely / completely,全く,私は{{全く}}わかりません。,HHL mattaku,
tokuni,especially,特に,{{特に}}夏が好きです。,LHL LH tokuni,
omo ni,mainly,主に,田中さんは{{主に}}料理をします。,LH LH omo ni,
daitai,generally,大体,{{大体}}毎日運動します。,LHL daitai,
yoku,often,よく,彼は{{よく}}図書館に来ます。,LH yoku,
metta ni,rarely,めったに,私は{{めったに}}病気になりません。,LHL LH metta ni,
sugu ni,immediately,すぐに,{{すぐに}}帰ってください。,LH LH sugu ni,
saigo ni,finally,最後に,{{最後に}}お礼を言いました。,LHL LH saigo ni,
koko,here,ここ,{{ここ}}に座ってください。,LH koko,
asoko,there,あそこ,{{あそこ}}に公園があります。,LHL asoko,
chikaku,near,近く,駅は家の{{近く}}です。,LHL chikaku,
tooku,far,遠く,山は{{遠く}}にあります。,LH tooku,
naka ni,inside,中に,箱の{{中に}}本があります。,LH LH naka ni,
soto ni,outside,外に,{{外に}}出かけましょう。,LH LH soto ni,
ue ni,up / above,上に,机の{{上に}}パソコンがあります。,L LH ue ni,
shita ni,down / below,下に,ベッドの{{下に}}荷物があります。,LH LH shita ni,
mae ni,in front / before,前に,駅の{{前に}}待ちます。,L LH mae ni,
ushiro ni,behind,後ろに,木の{{後ろに}}家があります。,LHL LH ushiro ni,
# ── Particles and conjunctions ───────────────────────────────────────────────
wa,topic marker,は,私{{は}}学生です。,L wa,
ga,subject marker,が,猫{{が}}ここにいます。,L ga,
wo,object marker,を,私は毎日、本{{を}}読みます。,L wo,
ni,at / in / to,に,明日、図書館{{に}}行きます。,L ni,
de,at / by / with,で,ペン{{で}}手紙を書きます。,L de,
to,and / with / quotation,と,私{{と}}友達は一緒に遊びます。,L to,
no,possessive,の,これは私{{の}}バッグです。,L no,
ka,question marker,か,あなたは学生{{か}}。,L ka,
ne,isn't it / right?,ね,今日は天気がいい{{ね}}。,L ne,
yo,assertion marker,よ,明日、パーティーがあります{{よ}}。,L yo,
made,until / to,まで,月曜日{{まで}}仕事があります。,LH made,
demo,but / however,でも,雨が降ってい{{ます}}。,LH demo,
dakara,so / therefore,だから,病気です{{だから}}、学校を休みます。,LHL dakara,
shikashi,but / however,しかし,頑張りました{{しかし}}、試験に落ちました。,LHLL shikashi,
sosite,and then,そして,朝食を食べました{{そして}}、学校へ行きました。,LHL sosite,
mata,also / again,また,来週{{また}}ここで会いましょう。,LH mata,
moshi,if,もし,{{もし}}時間があったら、映画を見ます。,LH moshi,
node,because / so,ので,雨が降っている{{ので}}、傘を持ちます。,LH node,
keredo,but / however,けれど,疲れています{{けれど}}、仕事を続けます。,LHL keredo,
# ── Pronouns ─────────────────────────────────────────────────────────────────
watashi,I / me,私,{{私}}は毎日、勉強しています。,LHL watashi,
anata,you,あなた,{{あなた}}はどこに住んでいますか。,LHL anata,
kare,he / him,彼,{{彼}}は大学の学生です。,LH kare,
kanojo,she / her,彼女,{{彼女}}は音楽が好きです。,LHL kanojo,
watashitachi,we / us,私たち,{{私たち}}は一緒に旅行に行きます。,LHLLL watashitachi,
anatatachi,you all,あなたたち,{{あなたたち}}は何をしていますか。,LHLLL anatatachi,
karera,they / them,彼ら,{{彼ら}}は公園で遊んでいます。,LHL karera,
kore,this,これ,{{これ}}は私のペンです。,LH kore,
sore,that,それ,{{それ}}は誰のですか。,LH sore,
are,that (far),あれ,{{あれ}}は美しい建物ですね。,LH are,
nani ka,something,何か,飲み物{{に}}{{何か}}欲しいですか。,LH nani ka,
nanimo nai,nothing,何もない,冷蔵庫に{{何もない}}です。,LHLH nanimo nai,
dareka,someone,誰か,{{誰か}}が扉をノックしています。,LHL dareka,
dare mo,nobody,誰も,この部屋に{{誰も}}いません。,LH dare mo,
subete,everything,すべて,{{すべて]]の宿題を終わりました。,LHL subete,
# ── Numbers ──────────────────────────────────────────────────────────────────
ichi,one,一,私は毎日{{一}}時間、勉強します。,LH ichi,
san,three,三,兄弟は{{三}}人います。,L san,
shi / yon,four,四,私たちは{{四}}人の家族です。,H shi / LH yon,
go,five,五,{{五}}分待ってください。,L go,
roku,six,六,学校は{{六}}時に閉じます。,LH roku,
nana / shichi,seven,七,今日は{{七}}月七日です。,LH nana / LHH shichi,
hachi,eight,八,明日は{{八}}時に起きます。,LH hachi,
ku / kyuu,nine,九,{{九}}時に学校の授業が始まります。,H ku / LH kyuu,
juu,ten,十,テスト{{十]]点をもらいました。,LH juu,
juuichi,eleven,十一,{{十一]]月は寒くなります。,LHL juuichi,
juuni,twelve,十二,一年は{{十二]]ヶ月です。,LHL juuni,
nijuu,twenty,二十,彼は{{二十]]歳です。,LHL nijuu,
sanjuu,thirty,三十,父は{{三十]]代です。,LHL sanjuu,
yonjuu,forty,四十,祖父は{{四十]]年働きました。,LHL yonjuu,
gojuu,fifty,五十,この町は[[五十]]年前に作られました。,LHL gojuu,
hyaku,one hundred,百,この本は{{百]]ページあります。,LH hyaku,
sen,one thousand,千,{{千]]円をください。,LH sen,
ichiman,ten thousand,一万,この本は{{一万}}円です。,LHH ichiman,
hyakuman,one million,百万,彼の給料は{{百万}}円だ。,LHH hyakuman,
# ── Question words ───────────────────────────────────────────────────────────
nani,what,何,あなたは{{何}}が好きですか。,LH nani,
dare,who,誰,{{誰}}がこのケーキを作りましたか。,LH dare,
dore,which,どれ,この三つの中で{{どれ}}が一番好きですか。,LH dore,
doko,where,どこ,あなたの学校は{{どこ}}にありますか。,LH doko,
itsu,when,いつ,彼は{{いつ}}日本に来ましたか。,LH itsu,
dou,how,どう,この問題を{{どう}}解きますか。,LH dou,
ikura,how much,いくら,そのコーヒーは{{いくら}}ですか。,LHL ikura,
naze / doushite,why,なぜ,{{なぜ}}あなたはそこにいるのですか？,LH naze / LHH doushite,
# ── Days of the week ─────────────────────────────────────────────────────────
getsuyoubi,Monday,月曜日,会議は{{月曜日}}の九時です。,LHHLL getsuyoubi,
kayoubi,Tuesday,火曜日,図書館は{{火曜日}}に閉まっています。,LHHLL kayoubi,
suiyoubi,Wednesday,水曜日,{{水曜日}}に友達と映画を見ます。,LHHLL suiyoubi,
mokuyoubi,Thursday,木曜日,{{木曜日}}はヨガのクラスがあります。,LHHLL mokuyoubi,
kin'youbi,Friday,金曜日,{{金曜日}}の夜は飲みに行きます。,LHHLL kin'youbi,
doyoubi,Saturday,土曜日,{{土曜日}}に買い物に行きましょう。,LHHLL doyoubi,
nichiyoubi,Sunday,日曜日,{{日曜日}}は家族と一緒に過ごします。,LHHLL nichiyoubi,
# ── Months ───────────────────────────────────────────────────────────────────
ichigatsu,January,一月,新年は{{一月}}から始まります。,LHLLL ichigatsu,
nigatsu,February,二月,{{二月}}はとても寒いです。,LHL nigatsu,
sangatsu,March,三月,{{三月}}に桜が咲きます。,LHL sangatsu,
shigatsu,April,四月,{{四月}}は新学期が始まります。,LHL shigatsu,
gogatsu,May,五月,{{五月}}のゴールデンウィークは休みです。,LHL gogatsu,
rokugatsu,June,六月,{{六月}}は雨がたくさん降ります。,LHLLL rokugatsu,
shichigatsu,July,七月,{{七月}}は夏祭りがあります。,LHLLLL shichigatsu,
hachigatsu,August,八月,{{八月}}はとても暑いです。,LHLLLL hachigatsu,
kugatsu,September,九月,{{九月}}から秋が始まります。,LHL kugatsu,
juugatsu,October,十月,{{十月}}の紅葉は美しいです。,LHLL juugatsu,
juuichigatsu,November,十一月,{{十一月}}は感謝祭の季節です。,LHLLLL juuichigatsu,
juunigatsu,December,十二月,{{十二月}}はクリスマスの季節です。,LHLLLL juunigatsu,
# ── Seasons ──────────────────────────────────────────────────────────────────
haru,spring,春,{{春}}は花が咲く季節です。,LH haru,
natsu,summer,夏,{{夏}}はビーチに行きたいです。,LH natsu,
aki,autumn / fall,秋,{{秋}}の紅葉はとても綺麗です。,LH aki,
fuyu,winter,冬,{{冬}}はスキーをします。,LH fuyu,
# ── Professions ──────────────────────────────────────────────────────────────
bengoshi,lawyer,弁護士,兄は大きな会社の{{弁護士}}です。,LHLH bengoshi,
enjinia,engineer,エンジニア,彼は自動車会社の{{エンジニア}}として働いています。,LHLH enjinia,
kenchikuka,architect,建築家,父は有名な{{建築家}}です。,LHLHL kenchikuka,
ryourinin,chef / cook,料理人,このレストランの{{料理人}}はフランス出身です。,LHLHH ryourinin,
ongakuka,musician,音楽家,姉は{{音楽家}}としてピアノを弾いています。,LHLHL ongakuka,
geijutsuka,artist,芸術家,私の友達は{{芸術家}}として絵を描いています。,LHLLHL geijutsuka,
sakka,writer,作家,その著名な{{作家}}は多くの賞を受けています。,LHH sakka,
kiisha,journalist,記者,{{記者}}がその事件について取材しています。,LHHH kiisha,
kagakusha,scientist,科学者,{{科学者}}たちは新しい薬を開発しています。,LHLHL kagakusha,
haisha,dentist,歯医者,毎月{{歯医者}}に検査に行きます。,LHHH haisha,
yakuzaishi,pharmacist,薬剤師,薬局の{{薬剤師}}は親切です。,LHLLHH yakuzaishi,
shoubousha,firefighter,消防士,その{{消防士}}は火事で人命を救いました。,LHHLHL shoubousha,
pairotto,pilot,パイロット,{{パイロット}}は飛行機を操縦しています。,LHLHH pairotto,
untenshu,driver,運転手,タクシーの{{運転手}}は毎日長時間働きます。,LHLHH untenshu,
seibi koushuu,mechanic,整備工,{{整備工}}は車のエンジンを修理しています。,LHLH LHH seibi koushuu,
denki koujishi,electrician,電気工事士,{{電気工事士}}が家の電気を直しました。,LHLH LHLHH denki koujishi,
daiku,carpenter,大工,{{大工}}が新しい家を建てています。,LH daiku,
niwa shi,gardener,庭師,その{{庭師}}は毎日花を育てています。,LHL니와시 niwashi,
ueitaa,waiter,ウエイター,{{ウエイター}}がテーブルに料理を持ってきた。,LHLL ueita,
juugyouin,employee,従業員,この会社の{{従業員}}は百人以上です。,LHHLL juugyouin,
joushi,boss / superior,上司,{{上司}}に明日の会議について相談した。,LHL joushi,
buchoo,department head,部長,{{部長}}が新しいプロジェクトを発表しました。,LHH buchoo,
manejaa,manager,マネージャー,野球チームの{{マネージャー}}は仕事が大変だ。,LHLL manejaa,
hisho,secretary,秘書,社長の{{秘書}}は電話を受けています。,LHL hisho,
kaikeishi,accountant,会計士,{{会計士}}が会社の決算を確認した。,LHHLLL kaikeishi,
ekonomisuto,economist,エコノミスト,有名な{{エコノミスト}}がテレビで話した。,LHHLLLL ekonomisuto,
shinriishi,psychologist,心理士,{{心理士}}は患者の話を聞きました。,LHHLLL shinriishi,
shakaigakusha,sociologist,社会学者,{{社会学者}}は社会問題を研究している。,LHHHLHLH shakaigakusha,
rekishika,historian,歴史家,日本の{{歴史家}}は古い文献を探しています。,LHHHLH rekishika,
# ── More verbs ───────────────────────────────────────────────────────────────
giron suru,to discuss / to argue,議論する,会議で新しい計画について{{議論する}}ことにした。,LHL giron suru,
hikaku suru,to compare,比較する,二つの製品を{{比較する}}必要があります。,LHHH hikaku suru,
bunseki suru,to analyse,分析する,データを{{分析する}}ために時間がかかった。,LHHLH bunseki suru,
soshiki suru,to organize,組織する,イベントを{{組織する}}のは大変な仕事です。,LHHLH soshiki suru,
kanri suru,to control / to manage,管理する,この施設を{{管理する}}責任は私にあります。,LHH kanri suru,
hakaru,to measure / to weigh,測る,身長を{{測る}}ために病院に行きました。,LHL hakaru,
kaizen suru,to improve,改善する,製造プロセスを{{改善する}}ことが目標です。,LHHLL kaizen suru,
kaifu suru,to renovate,改修する,古い建物を{{改修する}}計画が進んでいます。,LHHL kaifu suru,
shuurii suru,to repair,修理する,壊れたパソコンを{{修理する}}ために店に持ってきた。,LHHLL shuurii suru,
setsuzoku suru,to connect,接続する,インターネットに{{接続する}}ことができません。,LHHHLLL setsuzoku suru,
daunroodo suru,to download,ダウンロードする,新しいソフトウェアを{{ダウンロードする}}しました。,LHHLLLL daunroodo suru,
appuroodo suru,to upload,アップロードする,写真をクラウドに{{アップロードする}}つもりです。,LHHLLLL appuroodo suru,
puroguramingu suru,to program,プログラミングする,コンピュータの{{プログラミングする}}は難しい。,LHHHHLLLL puroguramingu suru,
sekkei suru,to design,設計する,建築家が新しい建物を{{設計する}}。,LHHH sekkei suru,
hatsumei suru,to invent,発明する,彼は革新的な機械を{{発明する}}ことができた。,LHHHLH hatsumei suru,
hakken suru,to discover,発見する,科学者が新しい元素を{{発見する}}した。,LHHH hakken suru,
choosa suru,to investigate,調査する,警察はその事件を{{調査する}}開始しました。,LHHH choosa suru,
benkyousuru,to study,勉強する,毎日図書館で{{勉強する}}のが好きです。,LHHHLLL benkyou suru,
kyousou suru,to compete,競争する,オリンピックで選手たちが{{競争する}}。,LHHHLH kyousou suru,
tanoshimu,to enjoy,楽しむ,友達と一緒に映画を{{楽しむ}}予定です。,LHHLL tanoshimu,
kurushimu,to suffer,苦しむ,病気で{{苦しむ}}患者がたくさんいます。,LHHLL kurushimu,
sewa suru,to take care of,世話する,高齢の親を{{世話する}}のは大事な役割です。,LHL sewa suru,
kyouryoku suru,to cooperate,協力する,プロジェクトを成功させるために{{協力する}}。,LHHHLHL kyouryoku suru,
koushou suru,to negotiate,交渉する,二つの国が新しい条約を{{交渉する}}している。,LHHHL koushou suru,
yatouu,to hire,雇う,新しい従業員を{{雇う}}ために採用試験を実施した。,LHH yatouu,
yuushutsu suru,to export,輸出する,日本の企業が車を海外に{{輸出する}}。,LHHHLHL yuushutsu suru,
yuunyuu suru,to import,輸入する,食料品を外国から{{輸入する}}ことが必要です。,LHHHLH yuunyuu suru,
touhyou suru,to vote,投票する,選挙の日に{{投票する}}ために投票所に行った。,LHHHL touhyou suru,
oshokuji suru,to govern,統治する,大臣がその国を{{統治する}}責任があります。,LHHHLHL oshokuji suru,
kazaru,to decorate,飾る,クリスマスツリーを花で{{飾る}}のは楽しい。,LHL kazaru,
ādovaisu suru,to advise,アドバイスする,専門家が良い{{アドバイスする}}をくれました。,LHHHHLL ādovaisu suru,
shounin suru,to approve,承認する,上司が新しい予算を{{承認する}}した。,LHHHL shounin suru,
moushikomu,to apply,申し込む,大学に{{申し込む}}期限はあさってです。,LHHLL moushikomu,
tassei suru,to achieve,達成する,長年の努力で目標を{{達成する}}ことができた。,LHHH tassei suru,
mazeru,to mix,混ぜる,色を{{混ぜる}}ことで新しい色ができます。,LHL mazeru,
yorokobu,to be glad / to rejoice,喜ぶ,試験に合格して皆が{{喜ぶ}}。,LHHLL yorokobu,
nayamu,to worry / to be troubled,悩む,仕事が大変で毎日{{悩む}}のです。,LHL nayamu,
akogareru,to admire / to long for,憧れる,成功した人を{{憧れる}}気持ちがあります。,LHHLL akogareru,
utagau,to doubt,疑う,私は彼の言葉を{{疑う}}ことにした。,HHL utagau,
shinjiru,to believe / to trust,信じる,私たちは先生を{{信じる}}べきだ。,HHL shinjiru,
yadoru,to lodge / to stay,宿る,京都で{{宿る}}いい宿を探してます。,HHL yadoru,
hikkoshi suru,to move (house),引っ越しする,来月{{引っ越しする}}ので手伝ってください。,HHL HLL hikkoshi suru,
sotsugyou suru,to graduate,卒業する,姉は去年大学を{{卒業する}}予定だ。,HHL HLL sotsugyou suru,
nyuugaku suru,to enrol,入学する,彼は今年東京大学に{{入学する}}。,HHL HLL nyuugaku suru,
kekkon suru,to get married,結婚する,兄は今年{{結婚する}}ことになった。,HHL HLL kekkon suru,
rikon suru,to get divorced,離婚する,彼らは去年{{離婚する}}ことを決めた。,HHL HLL rikon suru,
tanjou suru,to be born,誕生する,赤ちゃんが{{誕生する}}のは来月です。,HHL HLL tanjou suru,
# ── More nouns ───────────────────────────────────────────────────────────────
minshushugi,democracy,民主主義,日本は{{民主主義}}の国として知られています。,HHLL minshushugi,
dokusai,dictatorship,独裁,その国は長年{{独裁}}の支配を受けていた。,HHL dokusai,
senkyo,election,選挙,今年の{{選挙}}はとても重要だと思う。,HHL senkyo,
seitou,political party,政党,彼はある{{政党}}の一員になった。,HHL seitou,
zeikin,tax,税金,{{税金}}を払うのは市民の義務です。,HHL zeikin,
shakkin,debt,借金,父は銀行に多くの{{借金}}がある。,HHL shakkin,
risoku,interest,利息,ローンの{{利息}}はかなり高いです。,HHL risoku,
toushi,investment,投資,株への{{投資}}はリスクがある。,HHL toushi,
rieki,profit,利益,この事業の{{利益}}は予想以上だった。,HHL rieki,
sonshitsu,loss,損失,去年の{{損失}}は百万円だった。,HHL sonshitsu,
yosan,budget,予算,来年の{{予算}}はまだ決まっていない。,HHL yosan,
keiyaku,contract,契約,新しい{{契約}}に署名する必要があります。,HHL keiyaku,
gouii,agreement,合意,両者の{{合意}}に達することができた。,HHL gouii,
ruuru,rule,ルール,スポーツの{{ルール}}を理解する必要があります。,HHL ruuru,
kisei,regulation,規制,政府は新しい{{規制}}を導入した。,HHL kisei,
kikan,institution,機関,その{{機関}}は政府の一部です。,HHL kikan,
soshiki,organization,組織,会社の{{組織}}は複雑に見えます。,HHL soshiki,
kyoukai,association,協会,その{{協会]]はボランティア団体です。,HHL kyoukai,
kaigi,meeting,会議,明日の{{会議]]は三時に始まります。,HHL kaigi,
kokusai kaigi,conference,国際会議,来月{{国際会議]]が東京で開かれます。,HHL HHL kokusai kaigi,
houkoku,report,報告,プロジェクトの{{報告]]を提出してください。,HHL houkoku,
toukei,statistics,統計,{{統計]]によると失業率が上がった。,HHL toukei,
kenkyuu,research,研究,大学で{{研究]]をするのは楽しいです。,HHL kenkyuu,
jikken,experiment,実験,化学の{{実験]]は明日行われます。,HHL jikken,
kenkyuujo,laboratory,研究所,新しい{{研究所]]が建設されました。,HHLL kenkyuujo,
kurinikku,clinic,クリニック,近くの{{クリニック]]で診てもらいました。,HHLL kurinikku,
yakkyoku,pharmacy,薬局,{{薬局]]で処方箋を出してください。,HHLL yakkyoku,
shohousen,prescription,処方箋,医者から{{処方箋]]をもらいました。,HHLL shohousen,
shindan,diagnosis,診断,医者は重い{{診断]]を下しました。,HHL shindan,
shoujou,symptom,症状,患者の{{症状]]は改善しています。,HHL shoujou,
wakuchin,vaccine,ワクチン,{{ワクチン]]を接種することが大切です。,HHLL wakuchin,
shujutsu,surgery / operation,手術,{{手術]]は成功したと聞きました。,HHL shujutsu,
ryouhou,therapy,療法,その{{療法]]は効果的だと思います。,HHL ryouhou,
shinrigaku,psychology,心理学,{{心理学]]を勉強するのが好きです。,HHLL shinrigaku,
sutoresu,stress,ストレス,仕事の{{ストレス]]で眠れません。,HHLL sutoresu,
fuan,anxiety,不安,試験について{{不安]]を感じています。,LHL fuan,
uutsu,depression,うつ,彼は{{うつ]]で治療を受けています。,LHL uutsu,
erika,area / zone,エリア,その{{エリア]]は発展が進んでいます。,HHLL erika,
chounaikai,neighbourhood,町内会,{{町内会]]の会合に参加しました。,HHLL chounaikai,
kokkyou,border,国境,{{国境]]を越えて旅をします。,HHL kokkyou,
ken,prefecture,県,静岡{{県]]は日本の中部にあります。,LH ken,
shi,city / municipality,市,東京{{市}}は日本で一番大きいです。,H shi,
mura,village,村,田舎の小さい{{村}}に引っ越しました。,H mura,
chika,basement,地下,{{地下}}駐車場に車を停めました。,LH chika,
yaneura,attic,屋根裏,{{屋根裏}}には古い荷物がたくさんあります。,LHH yaneura,
terasu,terrace,テラス,朝、{{テラス}}でコーヒーを飲みます。,LHL terasu,
barukoni,balcony,バルコニー,{{バルコニー}}から景色がきれいに見えます。,LHHL barukoni,
erebeetaa,lift / elevator,エレベーター,{{エレベーター}}は十階まで上がります。,LHHHL erebeetaa,
kaidan,staircase,階段,{{階段}}を上ってください。,LHL kaidan,
rouka,corridor,廊下,{{廊下}}に誰もいません。,LHL rouka,
ki (zairyou),wood (material),木,この机は{{木}}で作られています。,H ki,
kinzoku,metal,金属,{{金属}}の缶は冷たいです。,LHL kinzoku,
