word,meaning,native,sentence,ipa,notes
tennis,tennis,,Je joue au {{tennis}} avec mes amis chaque mercredi matin.,tɛnis,
natation,swimming,,La {{natation}} est un excellent sport pour la santé générale.,natasjɔ̃,
course,race,,Il a participé à une {{course}} de dix kilomètres ce dimanche.,kuʁs,
équipe,team,,Notre {{équipe}} de volleyball a gagné le championnat régional récemment.,ekip,
jeu,game,,Les enfants jouent à un {{jeu}} amusant dans le parc.,ʒø,
victoire,victory,,La {{victoire}} de l'équipe a été célébrée toute la nuit.,viktwaʁ,
défaite,defeat,,La {{défaite}} inattendue a déçu les supporters de l'équipe.,defɛt,
prix,price / prize,,Le {{prix}} de ce livre est un peu élevé maintenant.,pʁi,
voyage,journey / trip,,Notre {{voyage}} en Italie était inoubliable et magnifique vraiment.,vwajɑʒ,
vacances,holidays,,Nous partons en {{vacances}} à la mer pendant deux semaines.,vakɑ̃s,
transport,transport,,Le {{transport}} en commun est pratique dans la grande ville.,tʁɑ̃spɔʁ,
voiture,car,,Ma {{voiture}} rouge est garée devant la maison actuellement.,vwityʁ,
bus,bus,,J'ai pris le {{bus}} pour aller au travail ce matin.,bys,
train,train,,Le {{train}} rapide arrive à la gare avec quinze minutes de retard.,tʁɛ̃,
avion,airplane,,L'{{avion}} décollera dans deux heures pour New York maintenant.,avjɔ̃,
bateau,ship,,Nous avons navigué sur un grand {{bateau}} pendant nos vacances.,bato,
vélo,bicycle,,Je vais à l'école en {{vélo}} quand le temps est beau.,velo,
moto,motorcycle,,Son {{moto}} noire est très rapide et vraiment impressionnante.,moto,
billet,ticket,,Avez-vous acheté votre {{billet}} pour le concert de vendredi soir.,bijɛ,
passeport,passport,,N'oublie pas ton {{passeport}} avant de partir en voyage.,paspɔʁ,
valise,suitcase,,Ma {{valise}} est trop lourde pour le voyage.,vaˈliz,
carte,map / card,,J'ai besoin d'une {{carte}} pour explorer la ville.,kaʁt,
technologie,technology,,La {{technologie}} change notre vie chaque jour.,teknoloˈʒi,
ordinateur,computer,,Mon {{ordinateur}} est très rapide et puissant.,oʁdinatœʁ,
téléphone,phone,,Je consulte mon {{téléphone}} plusieurs fois par jour.,teleˈfon,
internet,internet,,L'{{internet}} est essentiel pour communiquer maintenant.,ɛtɛʁˈnɛt,
écran,screen,,L'{{écran}} de mon portable est fissuré.,ekˈʁɑ̃,
clavier,keyboard,,Je tape rapidement sur mon {{clavier}} mécanique.,klavˈje,
caméra,camera,,La {{caméra}} de surveillance enregistre tout le temps.,kaˈmeʁa,
télévision,television,,Nous regardons les actualités à la {{télévision}}.,televiˈzjɔ̃,
radio,radio,,J'écoute la {{radio}} en voiture le matin.,ˈʁadjo,
lumière,light,,La {{lumière}} du soleil illumine la pièce.,lyˈmjɛʁ,
son,sound,,Le {{son}} de la musique me plaît beaucoup.,sɔ̃,
couleur,colour,,Quelle {{couleur}} préfères-tu pour ta chambre?,kuˈlœʁ,
rouge,red,,La rose {{rouge}} symbolise l'amour et la passion.,ʁuʒ,
bleu,blue,,Le ciel {{bleu}} est magnifique ce matin.,blø,
vert,green,,L'herbe {{verte}} couvre tout le terrain.,vɛʁ,
jaune,yellow,,Le soleil {{jaune}} brille intensément aujourd'hui.,ʒon,
noir,black,,J'ai un chat {{noir}} très gentil.,nwaʁ,
blanc,white,,La neige {{blanche}} recouvre les montagnes.,blɑ̃,
gris,grey,,Le ciel {{gris}} annonce une prochaine pluie.,gʁi,
douleur,pain,,Sa {{douleur}} au dos l'empêche de marcher.,duˈlœʁ,
maladie,illness,,La {{maladie}} l'a gardée au lit longtemps.,maˈladi,
médicament,medicine,,Le {{médicament}} a soulagé mes maux de tête.,medikaˈmɑ̃,
médecin,doctor,,Le {{médecin}} m'a prescrit une ordonnance.,medˈsɛ̃,
infirmier,nurse,,L'{{infirmier}} prend soin des patients à l'hôpital.,ɛ̃fiʁˈmje,
santé,health,,Ta {{santé}} est plus importante que la richesse.,sɑ̃ˈte,
esprit,mind / spirit,,Un {{esprit}} positif aide à surmonter les obstacles.,ɛsˈpʁi,
émotion,emotion,,L'{{émotion}} envahit son cœur à ce moment.,emoˈsjɔ̃,
peur,fear,,La {{peur}} du noir trouble mon enfance.,pœʁ,
joie,joy,,La {{joie}} illumine son visage ce jour.,ʒwa,
tristesse,sadness,,La {{tristesse}} remplit son cœur après cela.,tʁisˈtɛs,
amour,love,,L'{{amour}} vrai transcende toutes les différences.,aˈmuʁ,
haine,hate,,La {{haine}} détruit les relations très rapidement.,ɛn,
espoir,hope,,L'{{espoir}} nous aide à avancer chaque jour.,ɛsˈpwaʁ,
vérité,truth,,La {{vérité}} est souvent difficile à accepter.,veʁiˈte,
mensonge,lie,,Son {{mensonge}} a blessé tous ses amis.,mɛ̃ˈsɔ̃ʒ,
justice,justice,,La {{justice}} doit être équitable pour tous.,ʒysˈtis,
loi,law,,La {{loi}} protège les citoyens dans le pays.,lwa,
police,police,,La {{police}} patrouille dans les rues la nuit.,poˈlis,
guerre,war,,La {{guerre}} cause beaucoup de souffrance humaine.,gɛʁ,
paix,peace,,La {{paix}} est le désir de tous les peuples.,pɛ,
accident,accident,,L'{{accident}} s'est produit près de l'école.,aksiˈdɑ̃,
danger,danger,,Le {{danger}} rôde dans cette zone la nuit.,dɑ̃ˈʒe,
sécurité,safety / security,,La {{sécurité}} doit être notre priorité absolue.,sekyʁiˈte,
succès,success,,Son {{succès}} est le résultat du travail acharné.,sykˈsɛ,
échec,failure,,L'{{échec}} l'a motivé à essayer encore.,eˈʃɛk,
difficulté,difficulty,,La {{difficulté}} du projet nous a surpris beaucoup.,difikulˈte,
solution,solution,,Nous avons trouvé une {{solution}} rapide et efficace.,soluˈsjɔ̃,
occasion,opportunity,,Cette {{occasion}} ne se reproduira plus jamais.,okaˈzjɔ̃,
droit,right / law,,Chaque citoyen a le {{droit}} de voter aux élections.,dʁwa,
responsabilité,responsibility,,La {{responsabilité}} des parents est d'éduquer les enfants.,ʁɛspɔnsabiliˈte,
liberté,freedom,,La {{liberté}} d'expression est un principe fondamental.,libeʁˈte,
égalité,equality,,L'{{égalité}} entre les hommes et les femmes progresse.,egalˈte,
communauté,community,,La {{communauté}} locale s'entraide en cas de crise.,kɔmynoˈte,
nation,nation,,La {{nation}} française a une longue histoire riche.,naˈsjɔ̃,
région,region,,La {{région}} Bretagne est connue pour ses côtes.,ʁeˈjɔ̃,
capitale,capital city,,Paris est la {{capitale}} de la France depuis longtemps.,kapiˈtal,
population,population,,La {{population}} mondiale augmente chaque année considérablement.,pɔpylaˈsjɔ̃,
économie,economy,,L'{{économie}} française dépend du tourisme et du commerce.,ekonomˈi,
commerce,trade / commerce,,Le {{commerce}} international crée des emplois dans beaucoup pays.,kɔˈmɛʁs,
industrie,industry,,L'{{industrie}} automobile est très importante en France.,ɛ̃dysˈtʁi,
agriculture,agriculture,,L'{{agriculture}} biologique devient de plus en plus populaire.,agʁikyˈtyʁ,
environnement,environment,,Protéger l'{{environnement}} est une priorité pour tous.,ɑ̃viʁɔnəˈmɑ̃,
nature,nature,,La {{nature}} nous offre des ressources précieuses et essentielles.,naˈtyʁ,
énergie,energy,,L'{{énergie}} solaire est une solution renouvelable et durable.,eneʁˈʒi,
ressource,resource,,L'eau est une {{ressource}} naturelle très précieuse et limitée.,ʁəˈsuʁs,
pollution,pollution,,La {{pollution}} de l'air affecte la santé des citadins.,polyˈsjɔ̃,
climat,climate,,Le {{climat}} méditerranéen convient à la culture de raisins.,kliˈma,
température,temperature,,La {{température}} augmente à cause du changement climatique.,tɑ̃peʁaˈtyʁ,
# ── Adjectives ───────────────────────────────────────────────────────────────
bon,good,,C'est un {{bon}} film que je recommande vivement.,bɔ̃,
mauvais,bad,,Le {{mauvais}} temps nous a empêchés de sortir.,moˈvɛ,
grand,big / great,,Paris est une {{grande}} ville avec beaucoup monuments.,ɡʁɑ̃,
petit,small,,Mon {{petit}} frère a seulement cinq ans maintenant.,pəˈti,
nouveau,new,,J'ai acheté un {{nouveau}} téléphone la semaine dernière.,nuˈvo,
vieux,old,,Cette {{vieille}} maison a plus de deux cents ans.,vjø,
jeune,young,,Les {{jeunes}} gens aiment sortir avec leurs amis.,ʒœn,
haut,tall / high,,La tour Eiffel est très {{haute}} et célèbre mondialement.,o,
bas,short / low,,La vallée est {{basse}} et entourée de montagnes.,ba,
long,long,,Ce fleuve est très {{long}} et traverse plusieurs pays.,lɔ̃,
court,short,,Ma jupe est trop {{courte}} pour cette occasion formelle.,kuʁ,
large,wide,,La {{large}} rivière sépare les deux villes principales.,laʁʒ,
étroit,narrow,,Cette {{étroite}} rue est difficile à traverser en voiture.,etʁwa,
gros,fat / big,,Ce {{gros}} livre contient plus de mille pages environ.,ɡʁo,
mince,thin / slim,,Elle est {{mince}} et très élégante à voir.,mɛ̃s,
fort,strong,,Il est très {{fort}} et soulève des poids facilement.,fɔʁ,
faible,weak,,Son argument était {{faible}} et peu convaincant pour tous.,fɛbl,
rapide,fast,,Le train {{rapide}} arrive à destination en deux heures.,ʁaˈpid,
lent,slow,,La {{lente}} tortue avance très graduellement dans le jardin.,lɑ̃,
facile,easy,,Cet exercice est {{facile}} pour les étudiants expérimentés.,faˈsil,
difficile,difficult,,Le problème de mathématiques est très {{difficile}} à résoudre.,difiˈsil,
important,important,,L'éducation est {{importante}} pour développer une bonne société.,ɛ̃poʁˈtɑ̃,
nécessaire,necessary,,L'eau est {{nécessaire}} pour la survie de tous.,nesesˈɛʁ,
possible,possible,,Est-il {{possible}} de terminer ce projet à temps.,poˈsibl,
impossible,impossible,,C'est {{impossible}} de voler sans ailes ou avion.,ɛ̃poˈsibl,
vrai,true / real,,Cette histoire {{vraie}} m'a beaucoup impressionné aujourd'hui.,vʁɛ,
faux,false,,L'information qu'il a donnée était {{fausse}} et trompeuse.,fo,
sûr,safe / sure,,Je suis {{sûr}} que tu réussiras ton examen.,syʁ,
dangereux,dangerous,,Ce produit chimique est très {{dangereux}} à manipuler.,dɑ̃ʒəˈrø,
riche,rich,,Cette {{riche}} famille possède plusieurs châteaux en France.,ʁiʃ,
pauvre,poor,,Cette {{pauvre}} famille a besoin d'aide financière urgente.,povʁ,
heureux,happy,,Les enfants sont {{heureux}} de jouer au parc.,øʁø,
triste,sad,,Elle se sentait {{triste}} après le départ de son ami.,tʁist,
en colère,angry,,Il était {{en colère}} contre la décision injuste.,ɑ̃ kɔlɛʁ,
calme,calm,,L'océan était très {{calme}} ce matin.,kalm,
nerveux,nervous,,Le candidat semblait {{nerveux}} avant l'examen important.,nɛʁvø,
ennuyeux,boring,,Ce film était vraiment {{ennuyeux}} et long.,ɑ̃nɥijø,
intéressant,interesting,,Le livre est très {{intéressant}} et captivant.,ɛ̃teʁesɑ̃,
beau,beautiful,,Elle portait une {{belle}} robe bleue au bal.,bo,
laid,ugly,,Le bâtiment était {{laid}} avec ses murs gris.,lɛ,
propre,clean,,Sa maison est toujours très {{propre}} et ordonnée.,pʁɔpʁ,
sale,dirty,,Ses mains étaient {{sales}} après avoir joué dehors.,sal,
plein,full,,Le verre était {{plein}} de jus frais.,plɛ̃,
vide,empty,,La salle était {{vide}} après le concert.,vid,
ouvert,open,,Le magasin est {{ouvert}} jusqu'à vingt heures.,uvɛʁ,
fermé,closed,,La porte était {{fermée}} à clé le soir.,fɛʁme,
libre,free,,"Le samedi, il était {{libre}} pour jouer au football.",libʁ,
occupé,busy,,Elle était trop {{occupée}} pour venir à la fête.,ɔkype,
différent,different,,Ses opinions sont très {{différentes}} des miennes.,diferɑ̃,
même,same,,Nous avons les {{mêmes}} goûts musicaux.,mɛm,
similaire,similar,,Ces deux tableaux sont {{similaires}} en couleur.,similɛʁ,
spécial,special,,C'est un {{spécial}} anniversaire pour toute la famille.,spesjal,
normal,normal,,C'est {{normal}} de se sentir nerveux parfois.,nɔʁmal,
étrange,strange,,Son comportement était {{étrange}} et inexplicable.,etʁɑ̃ʒ,
commun,common,,C'est une {{commune}} erreur chez les étudiants.,kɔmœ̃,
rare,rare,,Ce diamant est très {{rare}} et précieux.,ʁaʁ,
typique,typical,,C'est un {{typique}} jour d'automne en France.,tipik,
moderne,modern,,L'architecture {{moderne}} du musée est impressionnante.,mɔdɛʁn,
ancien,ancient / old,,Ce {{ancien}} château date du Moyen Âge.,ɑ̃sjɛ̃,
naturel,natural,,Les ingrédients {{naturels}} sont meilleurs pour la santé.,natyʁɛl,
artificiel,artificial,,Les fleurs {{artificielles}} ne sentent pas bon.,aʁtifisjɛl,
physique,physical,,L'exercice {{physique}} est essentiel pour la santé.,fizik,
mental,mental,,La force {{mentale}} est très importante pour réussir.,mɑ̃tal,
social,social,,Les réseaux {{sociaux}} influencent les jeunes générations.,sosjal,
économique,economic,,La crise {{économique}} a affecté beaucoup de familles.,ekɔnɔmik,
culturel,cultural,,Le patrimoine {{culturel}} français est très riche.,kyltʁɛl,
national,national,,L'hymne {{national}} joue avant le match.,nasjɔnal,
international,international,,Les tournois {{internationaux}} attirent les meilleurs joueurs.,ɛ̃tɛʁnasjɔnal,
local,local,,Les produits {{locaux}} soutiennent l'économie régionale.,lɔkal,
public,public,,Le transport {{public}} est moins cher et écologique.,pyblik,
privé,private,,Cette {{privée}} école est très prestigieuse.,pʁive,
personnel,personal,,Les données {{personnelles}} doivent être protégées.,pɛʁsɔnɛl,
professionnel,professional,,Son attitude {{professionnelle}} impressionne tous les clients.,pʁɔfesjɔnɛl,
intelligent,intelligent,,Cet {{intelligent}} garçon a obtenu une bourse.,ɛ̃teligɑ̃,
sérieux,serious,,Il faut être {{sérieux}} pour réussir ces études.,seʁjø,
drôle,funny,,Son histoire était très {{drôle}} et amusante.,dʁol,
aimable,kind / friendly,,Elle est très {{aimable}} avec tous ses collègues.,ɛmabl,
honnête,honest,,Un {{honnête}} homme ne ment jamais aux autres.,ɔnɛt,
généreux,generous,,Son geste {{généreux}} a aidé beaucoup de gens.,ʒeneʁø,
courageux,brave,,Le {{courageux}} pompier a sauvé la famille.,kuʁaʒø,
patient,patient,,Le {{patient}} attend le médecin dans la salle d'attente.,paˈsjɑ̃,
actif,active,,Elle mène une vie {{active}} avec beaucoup de sports.,akˈtif,
positif,positive,,Son attitude {{positive}} inspire tous ses collègues.,poziˈtif,
négatif,negative,,Le test {{négatif}} était une bonne nouvelle.,negaˈtif,
complet,complete,,J'ai reçu un rapport {{complet}} sur le projet.,kɔ̃ˈplɛ,
parfait,perfect,,C'est un endroit {{parfait}} pour les vacances.,parˈfɛ,
correct,correct,,Votre réponse est {{correcte}} à l'examen.,koˈrɛk,
exact,exact,,L'heure {{exacte}} est dix heures du matin.,ɛgˈzakt,
total,total,,Le prix {{total}} incluait les frais de transport.,toˈtal,
principal,main,,La raison {{principale}} de son absence était la maladie.,prɛ̃siˈpal,
officiel,official,,Le résultat {{officiel}} sera annoncé demain matin.,ofiˈsjɛl,
formel,formal,,Nous devons avoir une réunion {{formelle}} avec la direction.,forˈmɛl,
# ── Adverbs ──────────────────────────────────────────────────────────────────
très,very,,Cette musique est {{très}} agréable à écouter.,tʁɛ,
plus,more,,J'aime les pommes {{plus}} que les poires.,ply,
moins,less,,Ce film était {{moins}} intéressant que prévu.,mwɛ̃,
aussi,also / too,,Tu es {{aussi}} intelligent que ton frère.,osi,
déjà,already,,J'ai {{déjà}} terminé mes devoirs hier soir.,deʒa,
encore,still / again,,Elle veut {{encore}} une tasse de café.,ɑ̃ˈkɔr,
jamais,never,,Je n'ai {{jamais}} visité ce musée avant.,ʒaˈmɛ,
toujours,always,,Il {{toujours}} arrive à l'heure pour les réunions.,tuˈʒur,
presque,almost,,Le gâteau était {{presque}} complètement fini.,pʁɛsk,
seulement,only,,Je veux {{seulement}} quelques minutes de repos.,sœlˈmɑ̃,
assez,quite / enough,,Cet hôtel est {{assez}} confortable pour notre séjour.,aˈse,
trop,too much,,Ce café est {{trop}} chaud à boire maintenant.,tro,
peu,a little,,Il y avait très {{peu}} de monde à la fête.,pø,
beaucoup,a lot,,Elle a {{beaucoup}} d'expérience dans ce domaine.,boˈku,
bien,well,,Tu travailles {{bien}} dans ce nouveau poste.,bjɛ̃,
mal,badly,,Il se sent {{mal}} depuis ce matin.,mal,
mieux,better,,Cela fonctionne {{mieux}} avec la nouvelle méthode.,mjø,
vite,quickly,,Le courrier arrive {{vite}} avec ce service.,vit,
lentement,slowly,,Marchez {{lentement}} dans les couloirs de l'hôpital.,lɑ̃tˈmɑ̃,
facilement,easily,,On peut {{facilement}} trouver ce restaurant en ligne.,fasilˈmɑ̃,
probablement,probably,,Il {{probablement}} arrivera demain après-midi.,pʁobaˈbləmɑ̃,
peut-être,perhaps / maybe,,{{Peut-être}} qu'il pleuvra ce weekend.,pøˈtɛtʁ,
sûrement,surely,,Tu {{sûrement}} réussiras cet examen difficile.,syʁˈmɑ̃,
vraiment,really,,C'est {{vraiment}} un excellent film à regarder.,vʁɛˈmɑ̃,
totalement,totally,,Je suis {{totalement}} d'accord avec ton opinion.,totalˈmɑ̃,
complètement,completely,,Elle a {{complètement}} oublié la date de la fête.,kɔ̃plɛtˈmɑ̃,
absolument,absolutely,,C'est {{absolument}} nécessaire de venir à temps.,absoluˈmɑ̃,
surtout,especially,,J'aime {{surtout}} les vacances à la montagne.,surˈtu,
principalement,mainly,,Elle s'intéresse {{principalement}} à la littérature française.,prɛ̃sipalˈmɑ̃,
généralement,generally,,"{{Généralement}}, je me lève à sept heures.",ʒeneralˈmɑ̃,
normalement,normally,,"{{Normalement}}, le bus arrive à quinze heures.",nɔrmalˈmɑ̃,
souvent,often,,Nous {{souvent}} allons au cinéma le samedi.,suˈvɑ̃,
rarement,rarely,,Elle {{rarement}} sort le soir après le travail.,rarˈmɑ̃,
immédiatement,immediately,,Tu dois {{immédiatement}} appeler le médecin maintenant.,imedijaˈtmɑ̃,
enfin,finally / at last,,"{{Enfin}}, nous sommes arrivés à destination.",ɑ̃ˈfɛ̃,
ici,here,,"La bibliothèque est {{ici}}, à côté de la mairie.",iˈsi,
là,there,,"Mes clés sont {{là}}, sur la table.",la,
près,near,,Le parc est très {{près}} de ma maison.,pʁɛ,
loin,far,,La maison est {{loin}} du centre-ville.,lwɛ̃,
dedans,inside,,Les enfants jouent {{dedans}} à cause de la pluie.,dədɑ̃,
dehors,outside,,"Il fait beau, allons jouer {{dehors}} maintenant.",dəɔʁ,
en haut,up / above,,"{{En haut}} de la montagne, la vue est magnifique.",ɑ̃o,
en bas,down / below,,L'appartement {{en bas}} a un petit jardin.,ɑ̃ba,
devant,in front,,Ils sont assis {{devant}} l'école chaque matin.,dəvɑ̃,
derrière,behind,,Le chat se cache {{derrière}} la porte toujours.,dɛʁjɛʁ,
# ── Prepositions and conjunctions ────────────────────────────────────────────
de,of / from,,C'est le livre {{de}} mon professeur préféré.,də,
à,to / at,,Je vais {{à}} Paris la semaine prochaine.,a,
en,in / on,,Nous partons {{en}} vacances en août prochain.,ɑ̃,
avec,with,,Elle danse {{avec}} son frère à la fête.,avɛk,
sans,without,,Je ne peux pas vivre {{sans}} café le matin.,sɑ̃,
pour,for,,Il travaille dur {{pour}} réussir son examen final.,puʁ,
par,by / through,,La lettre arrive {{par}} la poste aujourd'hui.,paʁ,
entre,between,,Le secret reste {{entre}} toi et moi toujours.,ɑ̃tʁ,
jusqu'à,until / up to,,Je vais rester ici {{jusqu'à}} demain soir.,ʒyska,
depuis,since / from,,Il habite ici {{depuis}} dix ans maintenant.,dəpɥi,
pendant,during,,J'ai dormi {{pendant}} toute la nuit dernière.,pɑ̃dɑ̃,
avant,before,,"Mange ta soupe {{avant}} le dessert, s'il te plaît.",avɑ̃,
après,after,,On se verra {{après}} le film au cinéma.,apʁɛ,
bien que,although,,"{{Bien que}} fatigué, il a continué à travailler.",bjɛ̃kə,
parce que,because,,Je reste à la maison {{parce que}} il pleut beaucoup.,paʁskə,
si,if,,"{{Si}} tu viens, je serai très heureux.",si,
quand,when,,"{{Quand}} le soleil se lève, les oiseaux chantent.",kɑ̃,
où,where,,Sais-tu {{où}} se trouve la gare centrale?,u,
comme,as / like,,Elle parle français {{comme}} une véritable Parisienne.,kɔm,
que,that / which,,Je sais {{que}} tu peux réussir facilement.,kə,
mais,but,,"J'aime les fruits, {{mais}} pas les légumes.",mɛ,
et,and,,Jean {{et}} Marie vont au cinéma ensemble.,e,
ni,neither / nor,,Il n'aime {{ni}} le café {{ni}} le thé.,ni,
donc,so / therefore,,"Il pleut, {{donc}} nous restons à la maison.",dɔ̃k,
# ── Pronouns ─────────────────────────────────────────────────────────────────
je,I,,{{Je}} suis très heureux de te rencontrer.,ʒə,
tu,you (informal),,{{Tu}} es mon meilleur ami depuis longtemps.,ty,
il,he,,{{Il}} joue au football chaque samedi avec nous.,il,
elle,she,,{{Elle}} aime beaucoup lire les romans policiers.,ɛl,
nous,we,,{{Nous}} allons faire un voyage en Italie.,nu,
vous,you (formal / plural),,{{Vous}} pouvez venir à ma fête demain soir.,vu,
ils,they (masc),,{{Ils}} partent en vacances à la plage.,il,
elles,they (fem),,{{Elles}} étudient ensemble à la bibliothèque chaque jour.,ɛl,
me,me,,Tu peux {{me}} donner ce livre s'il te plaît?,mə,
te,you (object),,Je vais {{te}} raconter une histoire drôle.,tə,
se,himself / herself,,L'enfant {{se}} lave les mains avant de manger.,sə,
mon,my (masc),,{{Mon}} frère travaille dans une grande entreprise.,mɔ̃,
ma,my (fem),,{{Ma}} sœur aime danser dans les fêtes.,ma,
ton,your (masc),,{{Ton}} ami a appelé ce matin pour toi.,tɔ̃,
ta,your (fem),,{{Ta}} mère te cherche depuis une heure.,ta,
sa,his / her (fem),,{{Sa}} voiture est très rapide et rouge.,sa,
notre,our,,{{Notre}} école est très grande et moderne.,nɔtʁ,
ce,this / that,,{{Ce}} restaurant sert les meilleurs plats de la ville.,sə,
quelque chose,something,,Veux-tu manger {{quelque chose}} avant d'aller au lit?,kɛlkəʃoz,
rien,nothing,,Je n'ai {{rien}} à dire aujourd'hui.,ʁjɛ̃,
quelqu'un,someone,,{{Quelqu'un}} a frappé à la porte ce matin.,kɛlkœ̃,
tout,everything / all,,Elle a mangé {{tout}} le gâteau seule.,tu,
# ── Numbers ──────────────────────────────────────────────────────────────────
un,one,,J'ai acheté {{un}} livre à la bibliothèque.,œ̃,
deux,two,,Nous avons {{deux}} chats à la maison.,dø,
trois,three,,Il y a {{trois}} fenêtres dans cette chambre.,tʁwa,
quatre,four,,Les enfants jouent avec {{quatre}} ballons colorés.,katʁ,
cinq,five,,Mon grand-mère a {{cinq}} petits-enfants très mignons.,sɛ̃k,
six,six,,Le bus arrive dans {{six}} minutes exactement.,sis,
sept,seven,,Il travaille {{sept}} jours par semaine normalement.,sɛt,
huit,eight,,Le magasin ferme à {{huit}} heures du soir.,ɥit,
neuf,nine,,Elle a invité {{neuf}} amis à son anniversaire.,nœf,
dix,ten,,J'ai besoin de {{dix}} euros pour ce cadeau.,dis,
onze,eleven,,Le train part à {{onze}} heures et demie.,ɔ̃z,
douze,twelve,,Il y a {{douze}} mois dans une année.,duz,
vingt,twenty,,Elle a exactement {{vingt}} ans maintenant.,vɛ̃,
trente,thirty,,Mon père a {{trente}} ans de plus que moi.,tʁɑ̃t,
quarante,forty,,Le marathon dure environ {{quarante}} kilomètres total.,kaʁɑ̃t,
cinquante,fifty,,Il pleut pendant {{cinquante}} pour cent de l'année.,sɛ̃kɑ̃t,
cent,one hundred,,Ce livre coûte {{cent}} euros très cher.,sɑ̃,
mille,one thousand,,La ville compte plus de {{mille}} habitants environ.,mil,
million,one million,,Cette entreprise vaut un {{million}} de dollars maintenant.,miljɔ̃,
premier,first,,C'est mon {{premier}} jour de travail ici.,pʁəmje,
dernier,last,,Voici le {{dernier}} chapitre du roman intéressant.,dɛʁnje,
# ── Question words ───────────────────────────────────────────────────────────
quoi / qu'est-ce que,what,,{{Qu'est-ce que}} tu fais ce soir?,kwa / kɛskə,
qui,who,,{{Qui}} a mangé mon sandwich ce matin ?,ki,
lequel,which,,{{Lequel}} de ces deux gâteaux préfères-tu vraiment ?,ləkɛl,
comment,how,,{{Comment}} allez-vous aujourd'hui en ce beau jour ?,kɔmɑ̃,
combien,how much / how many,,{{Combien}} coûte cette belle robe à la boutique ?,kɔ̃bjɛ̃,
pourquoi,why,,{{Pourquoi}} as-tu quitté ton emploi précédent si soudainement ?,puʁkwa,
# ── Days of the week ─────────────────────────────────────────────────────────
lundi,Monday,,Nous nous réunissons chaque {{lundi}} à neuf heures.,lœ̃di,
mardi,Tuesday,,Le marché est fermé tous les {{mardi}} maintenant.,maʁdi,
mercredi,Wednesday,,J'ai rendez-vous chez le dentiste {{mercredi}} prochain.,mɛʁkʁədi,
jeudi,Thursday,,Il joue au football tous les {{jeudi}} soirs.,ʒødi,
vendredi,Friday,,Nous allons au cinéma {{vendredi}} en fin d'après-midi.,vɑ̃dʁədi,
samedi,Saturday,,Elle travaille au magasin le {{samedi}} généralement.,samdi,
dimanche,Sunday,,La famille se réunit le {{dimanche}} pour dîner.,dimɑ̃ʃ,
# ── Months ───────────────────────────────────────────────────────────────────
janvier,January,,L'année nouvelle commence en {{janvier}} avec optimisme.,ʒɑ̃vje,
février,February,,{{Février}} est le mois le plus court.,fevʁije,
mars,March,,Les fleurs commencent à pousser en {{mars}} enfin.,maʁs,
avril,April,,Il pleut beaucoup pendant le mois d'{{avril}}.,avʁil,
mai,May,,Le temps devient très beau en {{mai}} généralement.,mɛ,
juin,June,,Les enfants ont congé à partir de {{juin}}.,ʒɥɛ̃,
juillet,July,,Nous partons en vacances en {{juillet}} traditionnellement.,ʒɥije,
août,August,,{{Août}} est souvent très chaud dans le sud.,u,
septembre,September,,Les école recommencent en {{septembre}} après les vacances.,sɛptɑ̃bʁ,
octobre,October,,Les feuilles tombent pendant {{octobre}} magnifiquement.,ɔktɔbʁ,
novembre,November,,Il fait froid pendant le mois de {{novembre}}.,nɔvɑ̃bʁ,
décembre,December,,Noël arrive à la fin de {{décembre}}.,desɑ̃bʁ,
# ── Seasons ──────────────────────────────────────────────────────────────────
le printemps,spring,,{{Le printemps}} apporte beaucoup de fleurs colorées partout.,lə pʁɛ̃tɑ̃,
l'été,summer,,Nous allons {{l'été}} à la plage avec notre famille.,lete,
l'automne,autumn / fall,,{{L'automne}} apporte des couleurs magnifiques dans les forêts.,lotɔn,
l'hiver,winter,,{{L'hiver}} est la saison préférée pour skier en montagne.,livɛʁ,
# ── Professions ──────────────────────────────────────────────────────────────
enseignant,teacher,,Mon {{enseignant}} de français est très enthousiaste et patient.,ɑ̃sɛɲɑ̃,
avocat,lawyer,,L'{{avocat}} a défendu son client avec beaucoup de compétence.,avɔka,
ingénieur,engineer,,Cet {{ingénieur}} a conçu un pont remarquable dans la ville.,ɛ̃ʒenjœʁ,
architecte,architect,,L'{{architecte>> a dessiné les plans du nouvel hôpital.,aʁʃitɛkt,
cuisinier,chef / cook,,Le {{cuisinier}} prépare des plats délicieux chaque soir.,kɥizinje,
musicien,musician,,Ce {{musicien}} joue du violon depuis vingt ans maintenant.,myzisɛ̃,
artiste,artist,,L'{{artiste}} expose ses peintures dans la galerie principale.,aʁtist,
écrivain,writer,,Cet {{écrivain}} a publié plusieurs romans à succès.,ekʁivɛ̃,
journaliste,journalist,,La {{journaliste}} enquête sur une histoire importante pour le journal.,ʒuʁnalist,
scientifique,scientist,,Le {{scientifique}} découvre de nouvelles molécules chaque année.,sjɑ̃tifik,
dentiste,dentist,,Mon {{dentiste}} me fait toujours un sourire chaleureux.,dɑ̃tist,
pharmacien,pharmacist,,Le {{pharmacien}} prépare les médicaments avec beaucoup de soin.,faʁmasɛ̃,
pompier,firefighter,,Le {{pompier}} sauve les gens des immeubles en feu.,pɔ̃pje,
pilote,pilot,,Le {{pilote}} vole l'avion vers Paris ce matin.,pilɔt,
